cluster id	cluster members	disease_id	disease label	mica	mondo subclasses	clusters
1530	11	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0012088|MONDO:0013525|MONDO:0013854|MONDO:0014030|MONDO:0014193|MONDO:0014215|MONDO:0014216|MONDO:0014465|MONDO:0014750|MONDO:0014910|MONDO:0019634
245	2	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0012103|MONDO:0014117
1078	6	MONDO:0005217	familial cardiomyopathy	4.9895266688	234	MONDO:0012111|MONDO:0012112|MONDO:0013200|MONDO:0013474|MONDO:0014329|MONDO:0014883
2357	1	MONDO:0012114	Ehlers-Danlos syndrome, Beasley-Cohen type	14.100662339	0	MONDO:0012114
482	1	MONDO:0012117	ALG9-CDG	12.4225904339	1	MONDO:0012117
96	2	MONDO:0015327	developmental anomaly of metabolic origin	3.1216421174	755	MONDO:0012118|MONDO:0014668
292	2	MONDO:0019189	inborn disorder of amino acid and other organic acid metabolism	5.277295099	354	MONDO:0012120|MONDO:0044304
541	1	MONDO:0012124	sudden infant death-dysgenesis of the testes syndrome	13.3351275926	0	MONDO:0012124
487	5	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012129|MONDO:0012481|MONDO:0013875|MONDO:0014198|MONDO:0014561
2520	2	MONDO:0019684	rare bone disease	2.4392108141	2029	MONDO:0012137|MONDO:0018166
1861	1	MONDO:0012144	Waardenburg syndrome type 2D	12.5981619985	0	MONDO:0012144
398	4	MONDO:0015547	genetic dementia	4.039696265	369	MONDO:0012153|MONDO:0013584|MONDO:0014204|MONDO:0014628
916	1	MONDO:0012165	BNAR syndrome	13.2261932211	0	MONDO:0012165
2378	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012171|MONDO:0014831|MONDO:0014950
94	2	MONDO:0004069	inborn mitochondrial metabolism disorder	5.1768396777	272	MONDO:0012172|MONDO:0014775
509	4	MONDO:0005217	familial cardiomyopathy	4.9895266688	234	MONDO:0012173|MONDO:0013865|MONDO:0014525|MONDO:0014976
667	2	MONDO:0017118	syndrome with a cerebellar malformation as major feature	4.3379481117	291	MONDO:0012177|MONDO:0019132
853	2	MONDO:0024505	disorder of anatomical region	0.8522158572	7686	MONDO:0012184|MONDO:0013838
1454	1	MONDO:0012186	Fanconi anemia complementation group i	12.8990284778	0	MONDO:0012186
778	1	MONDO:0012192	permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome	13.0533566242	0	MONDO:0012192
2470	2	MONDO:0005172	skeletal system disease	1.8704517187	3481	MONDO:0012195|MONDO:0014128
755	3	MONDO:0005560	brain disease	1.7544902984	3071	MONDO:0012211|MONDO:0013059|MONDO:0013760
242	3	MONDO:0015089	autosomal recessive complex spastic paraplegia	7.8899098332	48	MONDO:0012213|MONDO:0014303|MONDO:0014702
1635	1	MONDO:0012214	GCCD3	15.3071132165	0	MONDO:0012214
2430	1	MONDO:0012218	ADDWOC	16.4225904339	0	MONDO:0012218
313	3	MONDO:0017779	alpha-N-acetylgalactosaminidase deficiency	11.4606584747	3	MONDO:0012221|MONDO:0017779|MONDO:0019264
767	1	MONDO:0012222	alpha-N-acetylgalactosaminidase deficiency type 2	13.0533566242	0	MONDO:0012222
1086	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0012242|MONDO:0013966|MONDO:0017990
305	3	MONDO:0005560	brain disease	1.7544902984	3071	MONDO:0012245|MONDO:0014171|MONDO:0014533
1952	1	MONDO:0012262	CFEOM3C	12.8782699177	0	MONDO:0012262
420	1	MONDO:0012272	intellectual disability, keratoconus, febrile seizures, and sinoatrial block	15.8376279332	0	MONDO:0012272
293	4	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0012276|MONDO:0012824|MONDO:0013828|MONDO:0014917
520	2	MONDO:0018158	mitochondrial DNA depletion syndrome	8.7267821645	21	MONDO:0012301|MONDO:0012791
2082	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012307|MONDO:0012623
1082	5	MONDO:0000992	heart conduction disease	7.7337573354	121	MONDO:0012314|MONDO:0012677|MONDO:0012828|MONDO:0014621|MONDO:0015001
387	2	MONDO:0015650	epilepsy syndrome	5.7082017988	261	MONDO:0012320|MONDO:0012706
2366	1	MONDO:0012323	lethal acantholytic epidermolysis bullosa	14.2526654325	0	MONDO:0012323
192	1	MONDO:0012334	hereditary spastic paraplegia 29	13.5156998383	0	MONDO:0012334
2422	2	MONDO:0019711	dysostosis with predominant vertebral and costal involvement	8.329833293	36	MONDO:0012349|MONDO:0014401
856	7	MONDO:0021199	disease affecting anatomical system	0.0640651401	17630	MONDO:0012350|MONDO:0013343|MONDO:0013417|MONDO:0013743|MONDO:0014253|MONDO:0014373|MONDO:0014861
2396	2	MONDO:0018997	Noonan syndrome	7.8590763524	10	MONDO:0012371|MONDO:0012690
1932	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0012372|MONDO:0014371|MONDO:0014787
1014	1	MONDO:0012387	osteosclerosis-ichthyosis-premature ovarian failure syndrome	13.0768155971	0	MONDO:0012387
535	2	MONDO:0005560	brain disease	1.7544902984	3071	MONDO:0012393|MONDO:0013784
581	2	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0012399|MONDO:0019033
606	2	MONDO:0005042	head disease	1.6382282322	3522	MONDO:0012413|MONDO:0016378
298	2	MONDO:0024237	inherited neurodegenerative disorder	3.6154703446	518	MONDO:0012414|MONDO:0019427
896	1	MONDO:0012436	neonatal diabetes mellitus with congenital hypothyroidism	12.9414637442	0	MONDO:0012436
887	2	MONDO:0020030	rare genetic renal disease	3.690599716	658	MONDO:0012439|MONDO:0014158
1901	4	MONDO:0015159	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	3.9983803959	512	MONDO:0012455|MONDO:0016459|MONDO:0019896|MONDO:0027407
1339	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012465|MONDO:0014459
2539	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012468|MONDO:0013441
413	1	MONDO:0003227	prosopagnosia (disease)	16.0075529346	1	MONDO:0012484
429	3	MONDO:0008756	alopecia-intellectual disability syndrome	11.8680015822	3	MONDO:0012487|MONDO:0013492|MONDO:0021035
1318	2	MONDO:0021197	disease disrupting function of subcellular component	2.8110468578	1529	MONDO:0012500|MONDO:0018063
1842	3	MONDO:0021199	disease affecting anatomical system	0.0640651401	17630	MONDO:0012502|MONDO:0015534|MONDO:0018746
501	1	MONDO:0012510	combined oxidative phosphorylation defect type 2	13.7221507158	0	MONDO:0012510
874	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012511|MONDO:0013727|MONDO:0013728|MONDO:0013729
479	1	MONDO:0012517	atypical Gaucher disease due to saposin C deficiency	13.6856248397	0	MONDO:0012517
965	2	MONDO:0015513	rare genetic endocrine disease	2.8244603716	1118	MONDO:0012520|MONDO:0017045
794	9	MONDO:0018555	hypogonadotropic hypogonadism	5.8345004768	108	MONDO:0012528|MONDO:0012988|MONDO:0013910|MONDO:0013912|MONDO:0013914|MONDO:0013915|MONDO:0013926|MONDO:0013961|MONDO:0014461
1441	2	MONDO:0015253	Diamond-Blackfan anemia	9.1778301995	17	MONDO:0012529|MONDO:0013216
1018	1	MONDO:0012530	palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome	13.3928430905	0	MONDO:0012530
504	2	MONDO:0000732	combined oxidative phosphorylation deficiency	8.3727418844	34	MONDO:0012534|MONDO:0013971
153	3	MONDO:0016139	qualitative or quantitative protein defects in neuromuscular diseases	5.8081873178	206	MONDO:0012538|MONDO:0014418|MONDO:0014654
481	1	MONDO:0012556	DK1-CDG	12.3493414519	0	MONDO:0012556
95	2	MONDO:0004069	inborn mitochondrial metabolism disorder	5.1768396777	272	MONDO:0012557|MONDO:0013570
1477	1	MONDO:0012559	primary immunodeficiency syndrome due to p14 deficiency	15.0075529346	0	MONDO:0012559
2071	2	MONDO:0016296	holoprosencephaly	8.7932338138	17	MONDO:0012562|MONDO:0016296
605	2	MONDO:0019827	disease associated with non-acquired combined pituitary hormone deficiency	7.6120187992	34	MONDO:0012563|MONDO:0014369
682	3	MONDO:0020049	autosomal anomaly	5.1639262608	434	MONDO:0012574|MONDO:0012756|MONDO:0014294
2433	2	MONDO:0019019	osteogenesis imperfecta	9.5237371573	25	MONDO:0012581|MONDO:0044329
779	1	MONDO:0012590	XFE progeroid syndrome	14.7596254212	0	MONDO:0012590
531	2	MONDO:0015957	rare genetic movement disorder	3.6991072423	616	MONDO:0012593|MONDO:0017636
511	1	MONDO:0012596	PSAT deficiency	13.9631588153	0	MONDO:0012596
574	2	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0012637|MONDO:0013539
235	3	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0012640|MONDO:0014024|MONDO:0014304
98	1	MONDO:0012648	isobutyryl-CoA dehydrogenase deficiency	14.3071132165	0	MONDO:0012648
1456	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012650|MONDO:0014317|MONDO:0014985
111	2	MONDO:0017436	lethal congenital contracture syndrome	11.1810044473	11	MONDO:0012656|MONDO:0013965
889	1	MONDO:0012657	MGS	15.3071132165	0	MONDO:0012657
101	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012693|MONDO:0013345|MONDO:0014973
356	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012712|MONDO:0013485|MONDO:0015004
1035	2	MONDO:0018101	familial primary hypomagnesemia with normocalciuria and normocalcemia	12.6856248397	3	MONDO:0012717|MONDO:0014631
537	3	MONDO:0015656	metabolic diseases with epilepsy	4.3063006289	283	MONDO:0012720|MONDO:0013827|MONDO:0044330
1286	3	MONDO:0020012	systemic or rheumatic disease	4.9898745576	512	MONDO:0012727|MONDO:0018540|MONDO:0019355
287	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012732|MONDO:0014007
1996	2	MONDO:0015159	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	3.9983803959	512	MONDO:0012735|MONDO:0014034
1421	1	MONDO:0012747	glycogen storage disease due to aldolase A deficiency	13.1495719395	0	MONDO:0012747
2474	2	MONDO:0015983	rare genetic syndromic intellectual disability	2.696177118	1137	MONDO:0012759|MONDO:0044323
2080	6	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0012761|MONDO:0013646|MONDO:0014773|MONDO:0016652|MONDO:0016840|MONDO:0016846
1287	2	MONDO:0021199	disease affecting anatomical system	0.0640651401	17630	MONDO:0012764|MONDO:0017767
2073	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012772|MONDO:0018571
1898	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012774|MONDO:0013273|MONDO:0014778|MONDO:0015749
2143	1	MONDO:0012794	ANE syndrome	12.2526654325	0	MONDO:0012794
990	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0012795|MONDO:0019642
296	5	MONDO:0018772	Joubert syndrome	6.9917894472	31	MONDO:0012855|MONDO:0013763|MONDO:0014770|MONDO:0014927|MONDO:0014928
2162	1	MONDO:0012856	Birk-Barel syndrome	14.1495719395	0	MONDO:0012856
1409	1	MONDO:0012859	autosomal recessive osteopetrosis 7	14.3071132165	0	MONDO:0012859
288	2	MONDO:0020074	progressive myoclonic epilepsy	7.4849714034	33	MONDO:0012904|MONDO:0013526
308	7	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0012905|MONDO:0013656|MONDO:0013687|MONDO:0014714|MONDO:0014732|MONDO:0014905|MONDO:0014949
1010	1	MONDO:0012923	congenital generalized lipodystrophy type 3	12.4529640829	0	MONDO:0012923
2111	3	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0012927|MONDO:0014196|MONDO:0014828
159	3	MONDO:0019952	congenital myopathy	7.7823454977	62	MONDO:0012929|MONDO:0013731|MONDO:0014326
1399	2	MONDO:0015253	Diamond-Blackfan anemia	9.1778301995	17	MONDO:0012938|MONDO:0013964
1390	2	MONDO:0015253	Diamond-Blackfan anemia	9.1778301995	17	MONDO:0012939|MONDO:0015253
2102	3	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0012948|MONDO:0013880|MONDO:0014606
2210	5	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0012964|MONDO:0013238|MONDO:0016843|MONDO:0019926|MONDO:0027462
555	1	MONDO:0012996	AGAT deficiency	14.0075529346	0	MONDO:0012996
2223	1	MONDO:0012997	cholestasis-pigmentary retinopathy-cleft palate syndrome	13.548121316	0	MONDO:0012997
563	4	MONDO:0015955	rare genetic epilepsy	3.489699039	762	MONDO:0012999|MONDO:0014868|MONDO:0014921|MONDO:0033361
1475	1	MONDO:0013007	combined immunodeficiency due to ORAI1 deficiency	14.6152355118	0	MONDO:0013007
1473	2	MONDO:0015695	combined immunodeficiency due to CRAC channel dysfunction	13.0075529346	2	MONDO:0013008|MONDO:0015695
1777	2	MONDO:0000107	auriculocondylar syndrome	11.8376279332	4	MONDO:0013013|MONDO:0014312
2058	2	MONDO:0015159	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	3.9983803959	512	MONDO:0013036|MONDO:0014376
1923	1	MONDO:0013037	Giacheti syndrome	15.8376279332	0	MONDO:0013037
2424	2	MONDO:0018729	rare genetic vascular tumor	6.1235732608	53	MONDO:0013038|MONDO:0017177
1990	4	MONDO:0017241	severe intellectual disability and progressive spastic paraplegia	11.0019283854	4	MONDO:0013048|MONDO:0013401|MONDO:0013551|MONDO:0013552
762	2	MONDO:0019043	rare genetic skin disease	3.0750844043	1107	MONDO:0013074|MONDO:0017318
1466	4	MONDO:0015979	genetic susceptibility to infections due to particular pathogens	9.4263523527	43	MONDO:0013075|MONDO:0013427|MONDO:0013921|MONDO:0024563
1138	1	MONDO:0013082	Hirschsprung disease-ganglioneuroblastoma syndrome	12.6677029317	0	MONDO:0013082
815	3	MONDO:0005152	hypopituitarism	7.1138721962	55	MONDO:0013099|MONDO:0019591|MONDO:0019845
2352	2	MONDO:0019292	dermis elastic tissue disorder	6.8571709658	90	MONDO:0013115|MONDO:0013800
1926	1	MONDO:0013125	CLAPO syndrome	14.7596254212	0	MONDO:0013125
1851	1	MONDO:0013130	isolated microphthalmia 4	13.9631588153	0	MONDO:0013130
249	2	MONDO:0019941	hereditary sensory and autonomic neuropathy type 2	12.5981619985	3	MONDO:0013142|MONDO:0024309
2560	1	MONDO:0013149	hydrops fetalis, nonimmune, with gracile bones and dysmorphic features	15.8376279332	0	MONDO:0013149
719	2	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0013164|MONDO:0016007
573	1	MONDO:0013166	GABA aminotransferase deficiency	13.6856248397	0	MONDO:0013166
1890	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0013169|MONDO:0014708|MONDO:0014863|MONDO:0014944
2502	2	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0013170|MONDO:0013459
1534	2	MONDO:0015823	primary immunodeficiency due to a defect in adaptive immunity	5.5757941854	251	MONDO:0013171|MONDO:0018636
645	4	MONDO:0005560	brain disease	1.7544902984	3071	MONDO:0013172|MONDO:0014077|MONDO:0014341|MONDO:0014992
129	2	MONDO:0005336	myopathy	4.6745373871	473	MONDO:0013177|MONDO:0014178
1166	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0013184|MONDO:0013214|MONDO:0014097|MONDO:0014406
2398	2	MONDO:0020297	Noonan syndrome and Noonan-related syndrome	7.0403266758	22	MONDO:0013186|MONDO:0013380
338	4	MONDO:0000557	hereditary ataxia	4.4838684723	242	MONDO:0013188|MONDO:0013392|MONDO:0014159|MONDO:0014476
510	2	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0013208|MONDO:0018568
2578	2	MONDO:0018230	primary bone dysplasia	4.1954759312	627	MONDO:0013223|MONDO:0014821
1415	2	MONDO:0015885	rare insulin-resistance syndrome	8.2864537459	20	MONDO:0013225|MONDO:0018883
2603	1	MONDO:0013226	combined immunodeficiency with faciooculoskeletal anomalies	13.5156998383	0	MONDO:0013226
2412	1	MONDO:0013245	syndromic multisystem autoimmune disease due to itch deficiency	12.9200900934	0	MONDO:0013245
457	3	MONDO:0024505	disorder of anatomical region	0.8522158572	7686	MONDO:0013246|MONDO:0014162|MONDO:0021105
2195	2	MONDO:0043005	genetic multiple congenital anomalies/dysmorphic syndrome	3.2183249778	711	MONDO:0013252|MONDO:0019768
1897	3	MONDO:0100038	complex neurodevelopmental disorder	2.2251305471	1826	MONDO:0013266|MONDO:0014201|MONDO:0016456
720	1	MONDO:0013267	distal 16p11.2 microdeletion syndrome	13.5156998383	0	MONDO:0013267
1484	5	MONDO:0003778	primary immunodeficiency disease	5.0114325716	459	MONDO:0013287|MONDO:0013421|MONDO:0013422|MONDO:0013720|MONDO:0014491
1895	3	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0013292|MONDO:0013352|MONDO:0014238
1716	1	MONDO:0013313	ectodermal dysplasia-cutaneous syndactyly syndrome	13.5156998383	0	MONDO:0013313
1058	1	MONDO:0013324	lymphedema-posterior choanal atresia syndrome	14.548121316	0	MONDO:0013324
627	2	MONDO:0018286	non-X-linked congenital disorder of glycosylation with intellectual disability as a major feature	6.0392461402	58	MONDO:0013325|MONDO:0014140
1791	1	MONDO:0013334	cocoon syndrome	15.100662339	0	MONDO:0013334
655	2	MONDO:0015983	rare genetic syndromic intellectual disability	2.696177118	1137	MONDO:0013336|MONDO:0013349
250	2	MONDO:0018213	hereditary sensory and autonomic neuropathy type 1	11.0650384293	6	MONDO:0013337|MONDO:0014286
328	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0013353|MONDO:0013680
1446	2	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0013355|MONDO:0017453
2610	3	MONDO:0005516	osteochondrodysplasia	6.3827574788	173	MONDO:0013360|MONDO:0014086|MONDO:0015262
2083	2	MONDO:0013362	THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome	13.798099569	0	MONDO:0013362|MONDO:0017180
726	3	MONDO:0015220	syndrome with a central nervous system malformation as major feature	3.708881733	498	MONDO:0013394|MONDO:0014022|MONDO:0014120
2151	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0013396|MONDO:0014686|MONDO:0015021|MONDO:0019784
1468	2	MONDO:0002260	hidradenitis	14.3636967448	5	MONDO:0013397|MONDO:0013398
1111	1	MONDO:0013403	heterotaxy, visceral, 4, autosomal	14.3636967448	0	MONDO:0013403
2391	1	MONDO:0013404	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase	13.9631588153	0	MONDO:0013404
1992	1	MONDO:0013415	chromosome 17p13.1 deletion syndrome	13.9631588153	0	MONDO:0013415
107	3	MONDO:0016106	progressive muscular dystrophy	7.0277705039	85	MONDO:0013440|MONDO:0014900|MONDO:0016899
786	1	MONDO:0013452	multisystemic smooth muscle dysfunction syndrome	13.8782699177	0	MONDO:0013452
117	1	MONDO:0013472	fatal infantile hypertonic myofibrillar myopathy	14.3636967448	0	MONDO:0013472
2198	1	MONDO:0013473	Hirschsprung disease, cardiac defects, and autonomic dysfunction	14.6856248397	0	MONDO:0013473
1012	4	MONDO:0020088	familial partial lipodystrophy	10.0797749725	8	MONDO:0013478|MONDO:0014098|MONDO:0014431|MONDO:0019192
1034	2	MONDO:0018101	familial primary hypomagnesemia with normocalciuria and normocalcemia	12.6856248397	3	MONDO:0013480|MONDO:0018101
904	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0013482|MONDO:0014263
409	1	MONDO:0013483	obesity, hyperphagia, and developmental delay	16.2001980126	0	MONDO:0013483
624	4	MONDO:0002602	central nervous system disease	1.5804365493	3815	MONDO:0013490|MONDO:0013907|MONDO:0014016|MONDO:0014104
1536	1	MONDO:0013507	granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 3	12.1873739722	0	MONDO:0013507
1370	2	MONDO:0015780	dyskeratosis congenita	7.6516512963	13	MONDO:0013519|MONDO:0013520
1369	3	MONDO:0015780	dyskeratosis congenita	7.6516512963	13	MONDO:0013521|MONDO:0014076|MONDO:0014690
1375	1	MONDO:0013555	Hermansky-Pudlak syndrome 3	13.3636967448	0	MONDO:0013555
1374	6	MONDO:0019312	Hermansky-Pudlak syndrome	9.5136974854	13	MONDO:0013556|MONDO:0013557|MONDO:0013558|MONDO:0013559|MONDO:0013560|MONDO:0013606
2189	2	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0013566|MONDO:0019907
1947	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0013572|MONDO:0016842
2370	1	MONDO:0013574	cutis laxa-marfanoid syndrome	15.2001980126	0	MONDO:0013574
1072	1	MONDO:0013577	Lipedema (disease)	15.6856248397	0	MONDO:0013577
598	3	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0013585|MONDO:0016750|MONDO:0017808
804	2	MONDO:0006025	autosomal recessive disease	3.4687880582	764	MONDO:0013588|MONDO:0013922
38	1	MONDO:0013605	brittle cornea syndrome 2	13.548121316	0	MONDO:0013605
905	1	MONDO:0013609	Meckel syndrome, type 10	12.1249098853	0	MONDO:0013609
170	3	MONDO:0020344	postsynaptic congenital myasthenic syndrome	8.9428101699	17	MONDO:0013620|MONDO:0014052|MONDO:0020344
1918	2	MONDO:0001071	intellectual disability	2.6520985956	1288	MONDO:0013624|MONDO:0044322
548	2	MONDO:0015328	rare bone development disorder	3.1110313124	1280	MONDO:0013628|MONDO:0014080
932	1	MONDO:0013630	Meckel syndrome, type 9	12.1127351713	0	MONDO:0013630
255	2	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0013634|MONDO:0014523
373	2	MONDO:0016158	narcolepsy-cataplexy syndrome	12.5646094388	7	MONDO:0013652|MONDO:0016158
2375	1	MONDO:0013660	arthrogryposis, Perthes disease, and upward gaze palsy	15.4225904339	0	MONDO:0013660
1987	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0013672|MONDO:0017193
729	2	MONDO:0015886	rare diabetes mellitus type 1	9.3457748368	8	MONDO:0013673|MONDO:0018105
499	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0013676|MONDO:0014911|MONDO:0024568
2098	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0013679|MONDO:0015014|MONDO:0015252
1438	2	MONDO:0016645	rare neoplastic disease	1.8793672501	2543	MONDO:0013688|MONDO:0044310
562	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0013697|MONDO:0014065
442	2	MONDO:0019502	autosomal recessive non-syndromic intellectual disability	9.3228043142	47	MONDO:0013703|MONDO:0013705
2569	2	MONDO:0015461	short rib-polydactyly syndrome	7.8134116958	34	MONDO:0013717|MONDO:0013719
1187	2	MONDO:0015962	inherited renal tubular disease	6.4886539418	146	MONDO:0013718|MONDO:0014579
1893	2	MONDO:0000429	autosomal genetic disease	2.7068786354	1369	MONDO:0013745|MONDO:0014617
638	2	MONDO:0018772	Joubert syndrome	6.9917894472	31	MONDO:0013764|MONDO:0014297
681	1	MONDO:0013787	psychomotor retardation, epilepsy, and craniofacial dysmorphism	14.3636967448	0	MONDO:0013787
2076	2	MONDO:0019040	chromosomal anomaly	4.7366736393	574	MONDO:0013798|MONDO:0015431
1129	2	MONDO:0016235	complex vascular malformation with associated anomalies	9.1402741949	12	MONDO:0013808|MONDO:0015293
516	2	MONDO:0019058	neurometabolic disease	3.7501282589	462	MONDO:0013810|MONDO:0014398
507	2	MONDO:0000732	combined oxidative phosphorylation deficiency	8.3727418844	34	MONDO:0013811|MONDO:0014856
2530	1	MONDO:0013815	FGFR2-related bent bone dysplasia	13.9631588153	0	MONDO:0013815
1272	2	MONDO:0009105	tricho-hepato-enteric syndrome	11.6946699793	2	MONDO:0013818|MONDO:0024541
2139	2	MONDO:0017240	acrodysostosis with multiple hormone resistance	10.7596254212	2	MONDO:0013822|MONDO:0017240
643	2	MONDO:0018772	Joubert syndrome	6.9917894472	31	MONDO:0013824|MONDO:0014664
1069	2	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0013825|MONDO:0014013
774	1	MONDO:0013837	deafness-encephaloneuropathy-obesity-valvulopathy syndrome	13.0302730111	0	MONDO:0013837
525	3	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0013840|MONDO:0014562|MONDO:0014988
966	2	MONDO:0015860	anomaly of puberty or/and menstrual cycle	5.3044063692	155	MONDO:0013842|MONDO:0014137
875	1	MONDO:0013850	periodic fever, menstrual cycle-dependent	16.4225904339	0	MONDO:0013850
1487	5	MONDO:0015823	primary immunodeficiency due to a defect in adaptive immunity	5.5757941854	251	MONDO:0013862|MONDO:0014267|MONDO:0014280|MONDO:0014334|MONDO:0014338
173	2	MONDO:0024257	genetic motor neuron disease	7.1441409757	103	MONDO:0013867|MONDO:0015307
2454	1	MONDO:0013870	TMEM165-CDG	12.4225904339	0	MONDO:0013870
529	2	MONDO:0019189	inborn disorder of amino acid and other organic acid metabolism	5.277295099	354	MONDO:0013877|MONDO:0014072
1372	3	MONDO:0000148	pulmonary fibrosis and/or bone marrow failure, Telomere-related	11.8177283757	4	MONDO:0013878|MONDO:0013879|MONDO:0014612
1730	1	MONDO:0013881	congenital nephrotic syndrome-interstitial lung disease-epidermolysis bullosa syndrome	13.2001980126	0	MONDO:0013881
1994	3	MONDO:0016596	hyperphosphatasia-intellectual disability syndrome	9.8705618225	6	MONDO:0013882|MONDO:0014318|MONDO:0014457
666	2	MONDO:0019056	neuromuscular disease	3.9871806107	796	MONDO:0013883|MONDO:0018948
78	3	MONDO:0020009	rare neurologic disease	0.8949047197	6347	MONDO:0013890|MONDO:0016546|MONDO:0017416
2380	3	MONDO:0018230	primary bone dysplasia	4.1954759312	627	MONDO:0013899|MONDO:0014575|MONDO:0018096
705	2	MONDO:0005308	ciliopathy	5.3286227475	148	MONDO:0013917|MONDO:0044308
2503	2	MONDO:0004603	collagenopathy	6.9848383616	92	MONDO:0013924|MONDO:0014236
2166	5	MONDO:0019609	Zellweger syndrome	7.8407621839	14	MONDO:0013927|MONDO:0013936|MONDO:0013938|MONDO:0013942|MONDO:0013948
1752	4	MONDO:0019174	infantile Refsum disease	7.7727355035	9	MONDO:0013933|MONDO:0013937|MONDO:0013939|MONDO:0013943
1381	1	MONDO:0013944	Autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation	14.4839909786	0	MONDO:0013944
796	2	MONDO:0018555	hypogonadotropic hypogonadism	5.8345004768	108	MONDO:0013946|MONDO:0017406
163	2	MONDO:0100033	metabolic epilepsy	5.6912714029	100	MONDO:0013950|MONDO:0014754
1486	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0013958|MONDO:0014160
663	2	MONDO:0002602	central nervous system disease	1.5804365493	3815	MONDO:0013962|MONDO:0014848
1744	2	MONDO:0002602	central nervous system disease	1.5804365493	3815	MONDO:0013967|MONDO:0015304
241	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0013977|MONDO:0014305
962	2	MONDO:0020075	genetic non-syndromic obesity	10.4839909786	9	MONDO:0013991|MONDO:0013992
639	1	MONDO:0013994	Joubert syndrome 20	11.4002226209	0	MONDO:0013994
