cluster id	cluster members	disease_id	disease label	mica	mondo subclasses	clusters
1606	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007547|MONDO:0018850
1590	6	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007548|MONDO:0007557|MONDO:0011398|MONDO:0011869|MONDO:0019276|MONDO:0019521
1617	5	MONDO:0019276	inherited epidermolysis bullosa	8.8115656366	43	MONDO:0007549|MONDO:0008260|MONDO:0017365|MONDO:0017608|MONDO:0019310
1592	4	MONDO:0019276	inherited epidermolysis bullosa	8.8115656366	43	MONDO:0007550|MONDO:0010976|MONDO:0017610|MONDO:0019307
1591	8	MONDO:0019519	rare skin disease	2.9855102848	1336	MONDO:0007551|MONDO:0007552|MONDO:0008849|MONDO:0014180|MONDO:0015552|MONDO:0018747|MONDO:0019308|MONDO:0019309
1645	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007553|MONDO:0017243|MONDO:0017244
1615	4	MONDO:0019268	rare epidermal disease	5.3224756696	368	MONDO:0007554|MONDO:0009180|MONDO:0014460|MONDO:0016471
1589	2	MONDO:0015551	basal epidermolysis bullosa simplex	10.9254038933	11	MONDO:0007555|MONDO:0007556
422	10	MONDO:0015955	rare genetic epilepsy	3.489699039	762	MONDO:0007558|MONDO:0007560|MONDO:0008041|MONDO:0010682|MONDO:0011545|MONDO:0012843|MONDO:0013741|MONDO:0014639|MONDO:0014650|MONDO:0016292
2249	8	MONDO:0018230	primary bone dysplasia	4.1954759312	627	MONDO:0007561|MONDO:0008322|MONDO:0010076|MONDO:0010803|MONDO:0010844|MONDO:0010964|MONDO:0011765|MONDO:0015627
2459	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007562|MONDO:0009190|MONDO:0013590|MONDO:0016648
1363	12	MONDO:0021199	disease affecting anatomical system	0.0640651401	17630	MONDO:0007563|MONDO:0009210|MONDO:0010119|MONDO:0010191|MONDO:0010308|MONDO:0012354|MONDO:0013331|MONDO:0013361|MONDO:0013524|MONDO:0013597|MONDO:0013623|MONDO:0014386
1587	8	MONDO:0019043	rare genetic skin disease	3.0750844043	1107	MONDO:0007565|MONDO:0007756|MONDO:0008291|MONDO:0011114|MONDO:0011934|MONDO:0015341|MONDO:0017836|MONDO:0018851
1585	5	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007566|MONDO:0010159|MONDO:0011927|MONDO:0012347|MONDO:0019210
1647	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007569|MONDO:0016028|MONDO:0017242|MONDO:0018051|MONDO:0018683
1284	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007571|MONDO:0017810
1459	17	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007573|MONDO:0007896|MONDO:0007925|MONDO:0009122|MONDO:0009539|MONDO:0009646|MONDO:0009692|MONDO:0010643|MONDO:0011508|MONDO:0011908|MONDO:0012883|MONDO:0013088|MONDO:0013108|MONDO:0014707|MONDO:0014809|MONDO:0018874|MONDO:0018881
758	3	MONDO:0002602	central nervous system disease	1.5804365493	3815	MONDO:0007574|MONDO:0015248|MONDO:0017275
1162	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007577|MONDO:0007647|MONDO:0007721|MONDO:0010084
1147	9	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007583|MONDO:0008020|MONDO:0008154|MONDO:0008282|MONDO:0008977|MONDO:0008978|MONDO:0009808|MONDO:0010846|MONDO:0012825
2319	2	MONDO:0018230	primary bone dysplasia	4.1954759312	627	MONDO:0007584|MONDO:0008153
2247	2	MONDO:0000024	exostoses, multiple	11.3071132165	3	MONDO:0007585|MONDO:0007586
2063	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0007587|MONDO:0009084
2389	1	MONDO:0007588	extrasystoles-short stature-hyperpigmentation-microcephaly syndrome	14.100662339	0	MONDO:0007588
1829	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007590|MONDO:0007941
205	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007592|MONDO:0008031|MONDO:0011009|MONDO:0014129
1354	2	MONDO:0002305	thrombophilia	9.6992139045	23	MONDO:0007594|MONDO:0012876
1365	10	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007597|MONDO:0007599|MONDO:0009206|MONDO:0009207|MONDO:0009234|MONDO:0009315|MONDO:0009885|MONDO:0010097|MONDO:0011837|MONDO:0012901
1366	6	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007598|MONDO:0009883|MONDO:0010187|MONDO:0010602|MONDO:0010603|MONDO:0013187
1288	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007601|MONDO:0009572|MONDO:0015019|MONDO:0018088
1501	2	MONDO:0007179	autoimmune disease	6.232765875	359	MONDO:0007603|MONDO:0015046
2036	4	MONDO:0043005	genetic multiple congenital anomalies/dysmorphic syndrome	3.2183249778	711	MONDO:0007604|MONDO:0007943|MONDO:0008714|MONDO:0008991
2363	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007605|MONDO:0009158|MONDO:0012570
2558	1	MONDO:0007606	fibrodysplasia ossificans progressiva	13.3351275926	0	MONDO:0007606
1125	1	MONDO:0007607	Birt-Hogg-Dube syndrome	12.798099569	0	MONDO:0007607
1844	4	MONDO:0005172	skeletal system disease	1.8704517187	3481	MONDO:0007609|MONDO:0007612|MONDO:0009850|MONDO:0016070
1951	4	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0007610|MONDO:0009228|MONDO:0015750|MONDO:0016381
1324	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007613|MONDO:0011057|MONDO:0017773
2294	2	MONDO:0015226	syndrome with limb malformations as a major feature	4.3722315873	403	MONDO:0007615|MONDO:0018052
2270	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007616|MONDO:0011806
2206	5	MONDO:0015983	rare genetic syndromic intellectual disability	2.696177118	1137	MONDO:0007617|MONDO:0007874|MONDO:0010561|MONDO:0015452|MONDO:0024526
668	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0007618|MONDO:0013896
2310	4	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0007619|MONDO:0008261|MONDO:0009930|MONDO:0012208
1236	3	MONDO:0015123	rare inherited dyslipidemia	4.9836253574	233	MONDO:0007620|MONDO:0011871|MONDO:0014412
376	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007623|MONDO:0009118|MONDO:0013494|MONDO:0018044|MONDO:0019371
777	3	MONDO:0019303	premature aging	7.0139068746	31	MONDO:0007624|MONDO:0019569|MONDO:0019570
1820	9	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007625|MONDO:0007904|MONDO:0008063|MONDO:0008065|MONDO:0008400|MONDO:0008584|MONDO:0009237|MONDO:0010872|MONDO:0010927
1672	3	MONDO:0019287	ectodermal dysplasia syndrome	5.3012727758	198	MONDO:0007627|MONDO:0009203|MONDO:0044305
56	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007628|MONDO:0009888|MONDO:0017304|MONDO:0018264
28	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007630|MONDO:0014850
690	4	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0007631|MONDO:0010654|MONDO:0014846|MONDO:0019418
876	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007632|MONDO:0010052
1748	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007633|MONDO:0008107|MONDO:0010040|MONDO:0013464|MONDO:0018925
858	2	MONDO:0020042	syndrome with 46,XY disorder of sex development	8.4577682667	21	MONDO:0007635|MONDO:0008682
2092	2	MONDO:0016643	frontonasal dysplasia	9.5399473845	11	MONDO:0007636|MONDO:0016643
25	5	MONDO:0015107	rare genetic eye disease	2.0233681494	1987	MONDO:0007637|MONDO:0007935|MONDO:0012425|MONDO:0013315|MONDO:0013468
31	12	MONDO:0019118	genetic retinal dystrophy	4.132571587	443	MONDO:0007639|MONDO:0008099|MONDO:0010241|MONDO:0012497|MONDO:0012498|MONDO:0013183|MONDO:0013259|MONDO:0013450|MONDO:0013807|MONDO:0014026|MONDO:0014614|MONDO:0016293
12	24	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007640|MONDO:0007936|MONDO:0008135|MONDO:0009235|MONDO:0009957|MONDO:0009984|MONDO:0010227|MONDO:0010640|MONDO:0010646|MONDO:0010761|MONDO:0010818|MONDO:0010827|MONDO:0010945|MONDO:0012523|MONDO:0012813|MONDO:0012990|MONDO:0013151|MONDO:0013312|MONDO:0013405|MONDO:0013429|MONDO:0014186|MONDO:0014256|MONDO:0014372|MONDO:0024539
1238	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007642|MONDO:0007645|MONDO:0009476|MONDO:0042486
1461	6	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007643|MONDO:0009347|MONDO:0010514|MONDO:0012161|MONDO:0014083|MONDO:0014697
1467	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007644|MONDO:0010296|MONDO:0010853|MONDO:0012291|MONDO:0014276
209	2	MONDO:0019056	neuromuscular disease	3.9871806107	796	MONDO:0007646|MONDO:0019399
1673	1	MONDO:0007651	gastrocutaneous syndrome	14.9200900934	0	MONDO:0007651
2250	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007653|MONDO:0008142|MONDO:0017194
2248	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007654|MONDO:0008571|MONDO:0008573|MONDO:0009800|MONDO:0010931
1626	1	MONDO:0007658	spitz nevus	13.3071132165	0	MONDO:0007658
1357	10	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007659|MONDO:0007930|MONDO:0008258|MONDO:0008552|MONDO:0010120|MONDO:0011526|MONDO:0012031|MONDO:0013141|MONDO:0014078|MONDO:0014518
1150	2	MONDO:0005165	benign neoplasm	4.8212065203	683	MONDO:0007660|MONDO:0008401
372	3	MONDO:0020009	rare neurologic disease	0.8949047197	6347	MONDO:0007661|MONDO:0010440|MONDO:0019020
1864	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007662|MONDO:0009633
65	10	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007663|MONDO:0007901|MONDO:0008037|MONDO:0008109|MONDO:0008351|MONDO:0010751|MONDO:0010904|MONDO:0010968|MONDO:0012357|MONDO:0013134
55	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007664|MONDO:0007722|MONDO:0011117|MONDO:0024456
47	16	MONDO:0024505	disorder of anatomical region	0.8522158572	7686	MONDO:0007665|MONDO:0008423|MONDO:0009713|MONDO:0010685|MONDO:0010896|MONDO:0012154|MONDO:0012227|MONDO:0012228|MONDO:0012229|MONDO:0012230|MONDO:0012995|MONDO:0013508|MONDO:0013604|MONDO:0014183|MONDO:0014411|MONDO:0014982
1554	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007666|MONDO:0010086|MONDO:0010424|MONDO:0015236
1185	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0007669|MONDO:0013797
1690	5	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0007670|MONDO:0008757|MONDO:0010867|MONDO:0011914|MONDO:0019073
852	10	MONDO:0019722	glomerular disease	6.4294161512	199	MONDO:0007671|MONDO:0010974|MONDO:0011303|MONDO:0012546|MONDO:0013589|MONDO:0013619|MONDO:0014099|MONDO:0014257|MONDO:0014752|MONDO:0019067
1016	6	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007672|MONDO:0008290|MONDO:0008778|MONDO:0008910|MONDO:0009000|MONDO:0019347
1050	5	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007673|MONDO:0008860|MONDO:0009058|MONDO:0009846|MONDO:0013341
864	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007677|MONDO:0008171|MONDO:0009824|MONDO:0013327
2031	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0007679|MONDO:0015562
2292	8	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007680|MONDO:0008266|MONDO:0008269|MONDO:0008270|MONDO:0008271|MONDO:0008600|MONDO:0008604|MONDO:0008605
1123	4	MONDO:0015356	hereditary neoplastic syndrome	4.1364658924	338	MONDO:0007681|MONDO:0012878|MONDO:0014045|MONDO:0044300
2144	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007682|MONDO:0010727
2526	2	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0007683|MONDO:0014527
1568	7	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007685|MONDO:0007753|MONDO:0007754|MONDO:0007857|MONDO:0007859|MONDO:0008125|MONDO:0014272
1358	11	MONDO:0015549	rare genetic hematologic disease	4.5653869624	571	MONDO:0007686|MONDO:0007954|MONDO:0008553|MONDO:0008555|MONDO:0008668|MONDO:0009276|MONDO:0010743|MONDO:0010745|MONDO:0011136|MONDO:0011588|MONDO:0013622
2209	5	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0007688|MONDO:0008365|MONDO:0014507|MONDO:0014935|MONDO:0018569
1724	2	MONDO:0015511	rare genetic urogenital disease	3.6350959342	659	MONDO:0007690|MONDO:0010595
256	3	MONDO:0020009	rare neurologic disease	0.8949047197	6347	MONDO:0007691|MONDO:0011197|MONDO:0012166
1973	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007693|MONDO:0010092|MONDO:0011053|MONDO:0014931
1942	2	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0007696|MONDO:0009566
933	2	MONDO:0015226	syndrome with limb malformations as a major feature	4.3722315873	403	MONDO:0007698|MONDO:0008301
1521	3	MONDO:0005046	immune system disease	3.4533538263	1617	MONDO:0007699|MONDO:0011982|MONDO:0013419
974	1	MONDO:0007700	hawkinsinuria	14.7596254212	0	MONDO:0007700
2329	4	MONDO:0005381	bone disease	2.417784767	2238	MONDO:0007704|MONDO:0008827|MONDO:0011496|MONDO:0019412
1100	1	MONDO:0007706	cavernous hemangiomas of face-supraumbilical midline raphe syndrome	15.8376279332	0	MONDO:0007706
1444	2	MONDO:0015549	rare genetic hematologic disease	4.5653869624	571	MONDO:0007708|MONDO:0012204
861	6	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007709|MONDO:0009067|MONDO:0013892|MONDO:0013898|MONDO:0014817|MONDO:0019639
1958	1	MONDO:0007710	facial hemiatrophy	13.3636967448	0	MONDO:0007710
1855	1	MONDO:0007711	Bencze syndrome	13.9200900934	0	MONDO:0007711
2176	2	MONDO:0007712	oculoauriculovertebral spectrum with radial defects	10.4339057471	1	MONDO:0007712|MONDO:0008112
290	2	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0007713|MONDO:0008588
329	2	MONDO:0018925	familial or sporadic hemiplegic migraine	12.2131370683	3	MONDO:0007714|MONDO:0011232
2020	8	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0007716|MONDO:0007800|MONDO:0008013|MONDO:0012315|MONDO:0013998|MONDO:0014185|MONDO:0015605|MONDO:0016658
1268	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007720|MONDO:0008124|MONDO:0010696|MONDO:0012814
1176	2	MONDO:0021189	intestinal motility disease	6.7152313018	58	MONDO:0007723|MONDO:0007960
1986	1	MONDO:0007724	hirsutism-skeletal dysplasia-intellectual disability syndrome	14.0075529346	0	MONDO:0007724
1439	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007725|MONDO:0008502|MONDO:0015536|MONDO:0019799
1299	4	MONDO:0017953	hereditary periodic fever syndrome	9.4606584747	17	MONDO:0007727|MONDO:0009849|MONDO:0011776|MONDO:0018768
1603	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007728|MONDO:0007847
2337	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007729|MONDO:0008320|MONDO:0013515
603	3	MONDO:0016296	holoprosencephaly	8.7932338138	17	MONDO:0007733|MONDO:0007999|MONDO:0009349
1875	2	MONDO:0019042	multiple congenital anomalies/dysmorphic syndrome	2.9732053146	937	MONDO:0007734|MONDO:0008744
59	4	MONDO:0015107	rare genetic eye disease	2.0233681494	1987	MONDO:0007735|MONDO:0007989|MONDO:0007995|MONDO:0008927
2178	2	MONDO:0018457	rare genetic bone development disorder	3.9183921471	663	MONDO:0007737|MONDO:0013375
2264	5	MONDO:0015328	rare bone development disorder	3.1110313124	1280	MONDO:0007738|MONDO:0007841|MONDO:0009189|MONDO:0011109|MONDO:0012254
880	5	MONDO:0002118	urinary system disease	3.354932	1202	MONDO:0007741|MONDO:0009063|MONDO:0013356|MONDO:0014164|MONDO:0017609
371	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007743|MONDO:0010096|MONDO:0011249
1006	5	MONDO:0002525	inherited lipid metabolism disorder	4.95829996	266	MONDO:0007744|MONDO:0007762|MONDO:0011369|MONDO:0011505|MONDO:0013534
1255	7	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007745|MONDO:0008867|MONDO:0009381|MONDO:0009469|MONDO:0010634|MONDO:0011559|MONDO:0011725
1654	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007746|MONDO:0009882
1026	8	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007747|MONDO:0008329|MONDO:0008751|MONDO:0008964|MONDO:0009025|MONDO:0009917|MONDO:0012524|MONDO:0018541
1003	4	MONDO:0015962	inherited renal tubular disease	6.4886539418	146	MONDO:0007748|MONDO:0012850|MONDO:0012851|MONDO:0016352
999	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007749|MONDO:0008877|MONDO:0009396|MONDO:0014851
1008	4	MONDO:0001336	familial hyperlipidemia	9.9200900934	31	MONDO:0007750|MONDO:0007751|MONDO:0007759|MONDO:0011207
1077	1	MONDO:0007755	hyperimmunoglobulin G1(A1) syndrome	16.4225904339	0	MONDO:0007755
1569	2	MONDO:0019268	rare epidermal disease	5.3224756696	368	MONDO:0007758|MONDO:0007854
1007	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007760|MONDO:0007761|MONDO:0007788|MONDO:0013533
1117	12	MONDO:0005240	kidney disease	3.4700311728	972	MONDO:0007763|MONDO:0008679|MONDO:0008680|MONDO:0008683|MONDO:0009733|MONDO:0010456|MONDO:0010856|MONDO:0011056|MONDO:0011112|MONDO:0014779|MONDO:0017884|MONDO:0027676
2450	2	MONDO:0019703	primary bone dysplasia with increased bone density	7.4888997789	72	MONDO:0007764|MONDO:0009138
2444	2	MONDO:0019703	primary bone dysplasia with increased bone density	7.4888997789	72	MONDO:0007765|MONDO:0010541
1726	1	MONDO:0007766	Morgagni-Stewart-Morel syndrome	15.4225904339	0	MONDO:0007766
996	2	MONDO:0016365	familial primary hyperparathyroidism	10.2933074169	8	MONDO:0007767|MONDO:0044350
994	3	MONDO:0015076	rare parathyroid tumor	9.7060567396	13	MONDO:0007768|MONDO:0012004|MONDO:0020524
1025	5	MONDO:0019162	pseudohypoaldosteronism type 2	11.6412307204	5	MONDO:0007772|MONDO:0013777|MONDO:0013778|MONDO:0013781|MONDO:0013782
597	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007774|MONDO:0011062
807	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007775|MONDO:0010349|MONDO:0013065
1558	8	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007776|MONDO:0008346|MONDO:0008985|MONDO:0009928|MONDO:0012560|MONDO:0013712|MONDO:0014613|MONDO:0016575
1093	14	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007777|MONDO:0010542|MONDO:0011400|MONDO:0012667|MONDO:0012745|MONDO:0013030|MONDO:0013147|MONDO:0013198|MONDO:0013211|MONDO:0013339|MONDO:0013412|MONDO:0014073|MONDO:0014095|MONDO:0014163
2224	5	MONDO:0043005	genetic multiple congenital anomalies/dysmorphic syndrome	3.2183249778	711	MONDO:0007779|MONDO:0010222|MONDO:0013053|MONDO:0013563|MONDO:0014558
1997	6	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0007780|MONDO:0009205|MONDO:0009570|MONDO:0009584|MONDO:0012634|MONDO:0016014
1098	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007781|MONDO:0012675|MONDO:0014875
462	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007782|MONDO:0019173
1071	4	MONDO:0018493	malignant hyperthermia of anesthesia	12.2001980126	6	MONDO:0007783|MONDO:0007939|MONDO:0007940|MONDO:0010893
936	15	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007784|MONDO:0007785|MONDO:0007958|MONDO:0008566|MONDO:0008567|MONDO:0008568|MONDO:0008569|MONDO:0010133|MONDO:0010135|MONDO:0010290|MONDO:0011653|MONDO:0011792|MONDO:0014681|MONDO:0014682|MONDO:0044331
142	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007789|MONDO:0007927|MONDO:0007951|MONDO:0013598
995	4	MONDO:0018458	familial hypocalciuric hypercalcemia	11.7037721864	3	MONDO:0007791|MONDO:0007792|MONDO:0010926|MONDO:0018458
814	8	MONDO:0002259	gonadal disease	4.2386966392	520	MONDO:0007794|MONDO:0008730|MONDO:0009223|MONDO:0009239|MONDO:0016674|MONDO:0019154|MONDO:0019597|MONDO:0021023
1039	2	MONDO:0016390	familial isolated hypoparathyroidism	11.7314285293	6	MONDO:0007796|MONDO:0016390
1022	2	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0007797|MONDO:0017215
988	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007799|MONDO:0008660|MONDO:0010619|MONDO:0017324
539	3	MONDO:0007803	multiple system atrophy	10.5981619985	10	MONDO:0007803|MONDO:0016418|MONDO:0020352
911	5	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0007804|MONDO:0008811|MONDO:0009921|MONDO:0011248|MONDO:0018946
1693	3	MONDO:0019519	rare skin disease	2.9855102848	1336	MONDO:0007805|MONDO:0011605|MONDO:0013514
1684	10	MONDO:0019278	hair anomaly	7.0093151127	120	MONDO:0007806|MONDO:0008598|MONDO:0010206|MONDO:0011452|MONDO:0013136|MONDO:0014027|MONDO:0014384|MONDO:0014492|MONDO:0018631|MONDO:0018914
1578	1	MONDO:0007808	ichthyosis hystrix of Curth-Macklin	15.0075529346	0	MONDO:0007808
1519	4	MONDO:0024255	genetic skin disease	3.0666887956	1156	MONDO:0007810|MONDO:0007817|MONDO:0011292|MONDO:0018855
2514	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007811|MONDO:0012373
1574	5	MONDO:0024255	genetic skin disease	3.0666887956	1156	MONDO:0007812|MONDO:0011269|MONDO:0011485|MONDO:0012446|MONDO:0014009
1481	12	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007814|MONDO:0009453|MONDO:0009455|MONDO:0010293|MONDO:0010368|MONDO:0012682|MONDO:0013285|MONDO:0013286|MONDO:0013953|MONDO:0013955|MONDO:0014453|MONDO:0014502
1464	11	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007815|MONDO:0007883|MONDO:0009004|MONDO:0009307|MONDO:0010294|MONDO:0010681|MONDO:0011735|MONDO:0011888|MONDO:0013607|MONDO:0014865|MONDO:0044207
2373	1	MONDO:0007818	autosomal dominant hyper-IgE syndrome	12.1495719395	1	MONDO:0007818
602	2	MONDO:0020022	central nervous system malformation	3.5319778137	719	MONDO:0007819|MONDO:0014771
1802	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007820|MONDO:0008532
1808	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007824|MONDO:0010546|MONDO:0010741
81	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007827|MONDO:0010923|MONDO:0011910|MONDO:0013046|MONDO:0014546
253	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007828|MONDO:0007830
1270	2	MONDO:0019072	intrahepatic cholestasis	8.1913692532	28	MONDO:0007829|MONDO:0013995
4	9	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007833|MONDO:0007882|MONDO:0007997|MONDO:0008375|MONDO:0009153|MONDO:0010269|MONDO:0010649|MONDO:0012437|MONDO:0013670
1234	5	MONDO:0002356	pancreas disease	5.6077409753	257	MONDO:0007834|MONDO:0008184|MONDO:0011986|MONDO:0012348|MONDO:0012819
1174	7	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007835|MONDO:0007955|MONDO:0008183|MONDO:0009264|MONDO:0010562|MONDO:0011378|MONDO:0019635
2272	2	MONDO:0005172	skeletal system disease	1.8704517187	3481	MONDO:0007836|MONDO:0012270
2196	2	MONDO:0015159	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	3.9983803959	512	MONDO:0007837|MONDO:0019153
1902	6	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0007838|MONDO:0008393|MONDO:0012519|MONDO:0012914|MONDO:0012915|MONDO:0019188
2213	3	MONDO:0016512	Kabuki syndrome	10.6992139045	2	MONDO:0007843|MONDO:0010465|MONDO:0016512
797	5	MONDO:0018800	Kallmann syndrome	10.5156998383	19	MONDO:0007844|MONDO:0009482|MONDO:0012880|MONDO:0013911|MONDO:0018800
1634	2	MONDO:0016645	rare neoplastic disease	1.8793672501	2543	MONDO:0007845|MONDO:0008690
68	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007848|MONDO:0007849|MONDO:0015291|MONDO:0015453
1666	2	MONDO:0018781	KID syndrome	10.9468570029	3	MONDO:0007850|MONDO:0011245
37	7	MONDO:0000942	corneal disease	6.4193067826	193	MONDO:0007851|MONDO:0009014|MONDO:0013678|MONDO:0013830|MONDO:0013831|MONDO:0013832|MONDO:0013833
247	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007853|MONDO:0013381|MONDO:0016353
1163	3	MONDO:0015615	rare genetic gastroenterological disease	3.7997759697	573	MONDO:0007856|MONDO:0008280|MONDO:0011719
2055	2	MONDO:0020018	cranial malformation	6.5473530396	113	MONDO:0007861|MONDO:0007971
2097	2	MONDO:0043008	genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability	5.003595886	246	MONDO:0007862|MONDO:0010199
374	3	MONDO:0019045	rare sleep disorder	10.1746629204	22	MONDO:0007863|MONDO:0008062|MONDO:0012179
1329	2	MONDO:0007864	angioosteohypertrophic syndrome	11.8276438446	2	MONDO:0007864|MONDO:0019566
1610	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007865|MONDO:0008384|MONDO:0018884|MONDO:0019392|MONDO:0020562
