cluster id	cluster members	disease_id	disease label	mica	mondo subclasses	clusters
641	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007799|MONDO:0008660|MONDO:0010619|MONDO:0017324|MONDO:0019642
357	3	MONDO:0000761	syndrome caused by partial chromosomal deletion	6.7256229077	67	MONDO:0007800|MONDO:0012315|MONDO:0014185
1750	3	MONDO:0007803	multiple system atrophy	10.5981619985	10	MONDO:0007803|MONDO:0016418|MONDO:0020352
322	2	MONDO:0017434	syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy	6.3217091232	84	MONDO:0007804|MONDO:0009794
1059	3	MONDO:0019519	rare skin disease	2.9855102848	1336	MONDO:0007805|MONDO:0011605|MONDO:0013514
1074	9	MONDO:0019277	epidermal appendage anomaly	4.8985385152	340	MONDO:0007806|MONDO:0009316|MONDO:0011218|MONDO:0011452|MONDO:0011882|MONDO:0011932|MONDO:0013975|MONDO:0014492|MONDO:0018914
1352	6	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007808|MONDO:0010652|MONDO:0011269|MONDO:0011485|MONDO:0014009|MONDO:0014494
1349	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007810|MONDO:0008834|MONDO:0010940|MONDO:0018855
1127	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007811|MONDO:0007881|MONDO:0014901
955	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007812|MONDO:0008321|MONDO:0011024|MONDO:0013502|MONDO:0018856
1362	6	MONDO:0021199	disease affecting anatomical system	0.0640651401	17630	MONDO:0007815|MONDO:0008273|MONDO:0012839|MONDO:0013397|MONDO:0013398|MONDO:0018182
1351	3	MONDO:0005046	immune system disease	3.4533538263	1617	MONDO:0007817|MONDO:0013766|MONDO:0014353
1140	1	MONDO:0007818	autosomal dominant hyper-IgE syndrome	12.1495719395	1	MONDO:0007818
1406	2	MONDO:0019827	disease associated with non-acquired combined pituitary hormone deficiency	7.6120187992	34	MONDO:0007819|MONDO:0008428
1006	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007820|MONDO:0008486|MONDO:0008532|MONDO:0009467
1001	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007824|MONDO:0010546|MONDO:0010741
2305	4	MONDO:0005336	myopathy	4.6745373871	473	MONDO:0007827|MONDO:0008448|MONDO:0014656|MONDO:0014899
1935	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007828|MONDO:0007830|MONDO:0014244
1568	2	MONDO:0019072	intrahepatic cholestasis	8.1913692532	28	MONDO:0007829|MONDO:0013995
1541	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007834|MONDO:0011713|MONDO:0011750|MONDO:0013235
368	2	MONDO:0015983	rare genetic syndromic intellectual disability	2.696177118	1137	MONDO:0007837|MONDO:0009671
319	5	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0007838|MONDO:0008893|MONDO:0009856|MONDO:0010035|MONDO:0011146
678	3	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0007839|MONDO:0008823|MONDO:0011128
585	4	MONDO:0015328	rare bone development disorder	3.1110313124	1280	MONDO:0007841|MONDO:0009189|MONDO:0011109|MONDO:0012206
896	2	MONDO:0020066	Ehlers-Danlos syndrome	8.3573987209	34	MONDO:0007842|MONDO:0019348
371	2	MONDO:0016512	Kabuki syndrome	10.6992139045	2	MONDO:0007843|MONDO:0016512
1375	6	MONDO:0018555	hypogonadotropic hypogonadism	5.8345004768	108	MONDO:0007844|MONDO:0009482|MONDO:0012880|MONDO:0013911|MONDO:0016515|MONDO:0018800
994	3	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0007846|MONDO:0011045|MONDO:0011995
1326	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007848|MONDO:0007849|MONDO:0015291|MONDO:0019085
1131	2	MONDO:0018781	KID syndrome	10.9468570029	3	MONDO:0007850|MONDO:0018781
2156	8	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007851|MONDO:0009014|MONDO:0012272|MONDO:0013605|MONDO:0013830|MONDO:0013831|MONDO:0013832|MONDO:0013833
944	2	MONDO:0019272	hereditary palmoplantar keratoderma	7.7733342564	102	MONDO:0007852|MONDO:0008292
1058	8	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007853|MONDO:0008293|MONDO:0010391|MONDO:0011937|MONDO:0014325|MONDO:0014661|MONDO:0015006|MONDO:0018865
1664	10	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007855|MONDO:0007886|MONDO:0007888|MONDO:0011962|MONDO:0012878|MONDO:0012953|MONDO:0013699|MONDO:0013710|MONDO:0014045|MONDO:0023113
1592	2	MONDO:0000426	autosomal dominant disease	4.0279937657	591	MONDO:0007856|MONDO:0008265
260	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007857|MONDO:0008007|MONDO:0010025|MONDO:0016014
1054	6	MONDO:0019268	rare epidermal disease	5.3224756696	368	MONDO:0007860|MONDO:0008251|MONDO:0009552|MONDO:0009827|MONDO:0010486|MONDO:0013816
2114	2	MONDO:0018094	Waardenburg syndrome	8.7198405551	12	MONDO:0007862|MONDO:0008670
2340	2	MONDO:0019045	rare sleep disorder	10.1746629204	22	MONDO:0007863|MONDO:0018044
1794	2	MONDO:0007864	angioosteohypertrophic syndrome	11.8276438446	2	MONDO:0007864|MONDO:0019566
1049	5	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007866|MONDO:0009355|MONDO:0011026|MONDO:0014574|MONDO:0014709
1050	4	MONDO:0021026	genetic epidermal appendage anomaly	4.9289851268	293	MONDO:0007867|MONDO:0007900|MONDO:0011595|MONDO:0013976
891	2	MONDO:0021022	hereditary hyperekplexia	10.9741299331	5	MONDO:0007868|MONDO:0021022
1331	3	MONDO:0021200	rare disease	0.1406272128	13538	MONDO:0007871|MONDO:0012502|MONDO:0016775
2183	2	MONDO:0020192	rare lacrimal system disease	6.8731266144	50	MONDO:0007872|MONDO:0008397
390	2	MONDO:0018230	primary bone dysplasia	4.1954759312	627	MONDO:0007874|MONDO:0008873
525	3	MONDO:0019690	filamin-related bone disorder	8.8489432464	16	MONDO:0007875|MONDO:0010571|MONDO:0010704
1751	2	MONDO:0010639	laryngeal abductor paralysis-intellectual disability syndrome	13.7596254212	1	MONDO:0007876|MONDO:0010639
2278	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007877|MONDO:0008483
1247	2	MONDO:0015504	larynx anomaly	10.4645211144	19	MONDO:0007879|MONDO:0007880
1224	6	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007883|MONDO:0011922|MONDO:0012548|MONDO:0012924|MONDO:0013934|MONDO:0014865
584	2	MONDO:0019684	rare bone disease	2.4392108141	2029	MONDO:0007885|MONDO:0010902
1952	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0007887|MONDO:0013410
2135	10	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007889|MONDO:0008106|MONDO:0009762|MONDO:0010693|MONDO:0010694|MONDO:0011473|MONDO:0012015|MONDO:0013454|MONDO:0013555|MONDO:0013903
2322	23	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007890|MONDO:0009059|MONDO:0009285|MONDO:0009922|MONDO:0010158|MONDO:0010230|MONDO:0010231|MONDO:0010272|MONDO:0010300|MONDO:0010324|MONDO:0010510|MONDO:0012612|MONDO:0012615|MONDO:0012947|MONDO:0013509|MONDO:0013651|MONDO:0013655|MONDO:0013657|MONDO:0013658|MONDO:0013694|MONDO:0014096|MONDO:0014930|MONDO:0019181
405	2	MONDO:0019703	primary bone dysplasia with increased bone density	7.4888997789	72	MONDO:0007892|MONDO:0010310
224	1	MONDO:0007893	Noonan syndrome with multiple lentigines	9.1905693114	2	MONDO:0007893
1232	9	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007896|MONDO:0008495|MONDO:0009122|MONDO:0009539|MONDO:0009646|MONDO:0010643|MONDO:0012883|MONDO:0013108|MONDO:0018874
2132	6	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007901|MONDO:0008037|MONDO:0008109|MONDO:0008351|MONDO:0010751|MONDO:0010904
1627	5	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007903|MONDO:0008018|MONDO:0016518|MONDO:0018875|MONDO:0019332
1535	4	MONDO:0020088	familial partial lipodystrophy	10.0797749725	8	MONDO:0007906|MONDO:0011448|MONDO:0012072|MONDO:0017230
1646	2	MONDO:0019043	rare genetic skin disease	3.0750844043	1107	MONDO:0007908|MONDO:0018893
773	2	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0007909|MONDO:0016161
2343	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007912|MONDO:0010648|MONDO:0014235
728	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007914|MONDO:0014694
1695	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007915|MONDO:0010128|MONDO:0010744
1196	3	MONDO:0018178	intestinal lymphangiectasia (disease)	12.6325135033	2	MONDO:0007916|MONDO:0018178|MONDO:0019574
1729	9	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007917|MONDO:0008344|MONDO:0009935|MONDO:0010859|MONDO:0013770|MONDO:0014134|MONDO:0014135|MONDO:0014136|MONDO:0019813
119	2	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0007918|MONDO:0017404
13	2	MONDO:0019313	hereditary lymphedema	6.4104315058	37	MONDO:0007919|MONDO:0007920
1245	3	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0007921|MONDO:0008345|MONDO:0015696
1332	1	MONDO:0007922	lymphedema-distichiasis syndrome	12.4529640829	0	MONDO:0007922
767	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007923|MONDO:0011537|MONDO:0015462
797	3	MONDO:0017623	PTEN hamartoma tumor syndrome	8.566683767	13	MONDO:0007924|MONDO:0016063|MONDO:0017623
1231	4	MONDO:0002334	hematopoietic and lymphoid system neoplasm	5.2087773976	370	MONDO:0007925|MONDO:0011508|MONDO:0013088|MONDO:0018881
1281	3	MONDO:0015984	rare genetic immune disease	4.2162882794	586	MONDO:0007926|MONDO:0011776|MONDO:0013540
1021	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007927|MONDO:0009201|MONDO:0009637|MONDO:0013704|MONDO:0014230
1185	17	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007930|MONDO:0007954|MONDO:0008203|MONDO:0008309|MONDO:0008354|MONDO:0008668|MONDO:0009210|MONDO:0009276|MONDO:0010191|MONDO:0011136|MONDO:0011588|MONDO:0013227|MONDO:0013304|MONDO:0013331|MONDO:0013623|MONDO:0014518|MONDO:0014830
2091	11	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007933|MONDO:0009311|MONDO:0010819|MONDO:0012983|MONDO:0013002|MONDO:0013447|MONDO:0013516|MONDO:0014508|MONDO:0014509|MONDO:0014515|MONDO:0014920
816	2	MONDO:0019118	genetic retinal dystrophy	4.132571587	443	MONDO:0007935|MONDO:0013468
1813	4	MONDO:0024505	disorder of anatomical region	0.8522158572	7686	MONDO:0007937|MONDO:0009904|MONDO:0011013|MONDO:0013005
1417	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007938|MONDO:0008635
526	4	MONDO:0015226	syndrome with limb malformations as a major feature	4.3722315873	403	MONDO:0007943|MONDO:0008714|MONDO:0008931|MONDO:0009903
2138	2	MONDO:0020169	rare disorder with ptosis	5.6743975843	112	MONDO:0007946|MONDO:0008340
831	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007948|MONDO:0014514
1294	4	MONDO:0007950	mastocytosis	9.8731266144	23	MONDO:0007950|MONDO:0016586|MONDO:0019023|MONDO:0020333
2301	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007951|MONDO:0008055|MONDO:0009715|MONDO:0013598
181	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007952|MONDO:0011878
23	2	MONDO:0016643	frontonasal dysplasia	9.5399473845	11	MONDO:0007956|MONDO:0009247
1890	7	MONDO:0015074	thyroid tumor	7.9042651262	50	MONDO:0007958|MONDO:0008566|MONDO:0008567|MONDO:0010290|MONDO:0011653|MONDO:0014681|MONDO:0014682
2557	3	MONDO:0020036	rare nervous system tumor	3.5537678791	676	MONDO:0007959|MONDO:0008667|MONDO:0016748
2630	5	MONDO:0020009	rare neurologic disease	0.8949047197	6347	MONDO:0007961|MONDO:0010388|MONDO:0011818|MONDO:0014333|MONDO:0014835
863	1	MONDO:0007962	Megalodactyly	18.0075529346	0	MONDO:0007962
1661	3	MONDO:0021583	melanocytic skin neoplasm	6.9134752489	68	MONDO:0007963|MONDO:0008093|MONDO:0012183
1660	2	MONDO:0024462	familial cutaneous melanoma	8.8202008614	12	MONDO:0007964|MONDO:0014056
1654	2	MONDO:0005105	melanoma (disease)	6.3650499058	78	MONDO:0007965|MONDO:0007966
1649	6	MONDO:0020031	rare tumor	2.0300829364	2378	MONDO:0007967|MONDO:0011789|MONDO:0012252|MONDO:0013093|MONDO:0013224|MONDO:0024498
2214	3	MONDO:0020127	genetic peripheral neuropathy	3.5341008457	882	MONDO:0007969|MONDO:0010780|MONDO:0011925
811	3	MONDO:0018230	primary bone dysplasia	4.1954759312	627	MONDO:0007970|MONDO:0008153|MONDO:0008157
169	3	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0007971|MONDO:0013579|MONDO:0014708
930	13	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0007972|MONDO:0008655|MONDO:0010764|MONDO:0010817|MONDO:0011058|MONDO:0011389|MONDO:0011708|MONDO:0011994|MONDO:0012030|MONDO:0013114|MONDO:0013632|MONDO:0014293|MONDO:0014594
2164	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007973|MONDO:0009782|MONDO:0011444
286	3	MONDO:0015982	rare genetic intellectual disability	2.6535274413	1272	MONDO:0007974|MONDO:0018632|MONDO:0044318
569	3	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0007977|MONDO:0008098|MONDO:0008127
810	2	MONDO:0019708	primary bone dysplasia with disorganized development of skeletal components	8.6755163863	35	MONDO:0007979|MONDO:0008145
2491	3	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0007981|MONDO:0008807|MONDO:0019759
1808	5	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0007982|MONDO:0012850|MONDO:0012851|MONDO:0015027|MONDO:0020523
606	2	MONDO:0005516	osteochondrodysplasia	6.3827574788	173	MONDO:0007983|MONDO:0008827
917	1	MONDO:0007985	metatarsus varus, type 1	17.4225904339	0	MONDO:0007985
519	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0007986|MONDO:0010193
616	3	MONDO:0019686	type 2 collagen-related bone disorder	9.0231344758	20	MONDO:0007987|MONDO:0008471|MONDO:0008476
242	2	MONDO:0000426	autosomal dominant disease	4.0279937657	591	MONDO:0007988|MONDO:0013364
353	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007990|MONDO:0014755|MONDO:0014857|MONDO:0015712|MONDO:0016016
2190	1	MONDO:0007992	microcornea-glaucoma-absent frontal sinuses syndrome	14.4839909786	0	MONDO:0007992
1958	2	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0007993|MONDO:0009934
2168	5	MONDO:0005328	eye disease	1.9152087119	2557	MONDO:0007995|MONDO:0009097|MONDO:0011413|MONDO:0014059|MONDO:0018169
2129	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0007997|MONDO:0007998
17	2	MONDO:0016296	holoprosencephaly	8.7932338138	17	MONDO:0007999|MONDO:0009349
2546	9	MONDO:0005277	migraine disorder	10.4491322213	18	MONDO:0008000|MONDO:0010253|MONDO:0011845|MONDO:0011847|MONDO:0011850|MONDO:0011851|MONDO:0012440|MONDO:0012441|MONDO:0012715
967	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008001|MONDO:0011512
2363	3	MONDO:0016558	familial congenital mirror movements	13.6152355118	3	MONDO:0008002|MONDO:0013790|MONDO:0014478
2210	2	MONDO:0008003	autosomal dominant progressive external ophthalmoplegia	10.4683941235	5	MONDO:0008003|MONDO:0012415
574	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0008005|MONDO:0010094
369	4	MONDO:0005172	skeletal system disease	1.8704517187	3481	MONDO:0008006|MONDO:0009700|MONDO:0010532|MONDO:0010758
776	2	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0008008|MONDO:0014918
1070	3	MONDO:0021027	genetic hair anomaly	7.1418196638	77	MONDO:0008009|MONDO:0008686|MONDO:0011083
912	2	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0008016|MONDO:0015010
1589	1	MONDO:0008017	hereditary mucoepithelial dysplasia	13.65000093	0	MONDO:0008017
230	1	MONDO:0008019	mullerian aplasia and hyperandrogenism	13.1746629204	0	MONDO:0008019
2535	13	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008020|MONDO:0008039|MONDO:0008450|MONDO:0009186|MONDO:0009574|MONDO:0010011|MONDO:0010042|MONDO:0013388|MONDO:0014354|MONDO:0016812|MONDO:0017410|MONDO:0017856|MONDO:0019426
796	3	MONDO:0016063	Cowden disease	9.3123246431	8	MONDO:0008021|MONDO:0014047|MONDO:0014048
2225	8	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008022|MONDO:0008052|MONDO:0009027|MONDO:0011610|MONDO:0013156|MONDO:0013440|MONDO:0013736|MONDO:0014900
2274	5	MONDO:0019056	neuromuscular disease	3.9871806107	796	MONDO:0008024|MONDO:0011002|MONDO:0011633|MONDO:0011898|MONDO:0013959
2251	3	MONDO:0015352	distal hereditary motor neuropathy type 2	11.9963256792	4	MONDO:0008025|MONDO:0012080|MONDO:0013243
2306	4	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0008026|MONDO:0012193|MONDO:0017178|MONDO:0019079
2310	6	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008027|MONDO:0009701|MONDO:0012656|MONDO:0013965|MONDO:0014526|MONDO:0019132
2295	7	MONDO:0005336	myopathy	4.6745373871	473	MONDO:0008028|MONDO:0009679|MONDO:0009710|MONDO:0010591|MONDO:0010792|MONDO:0010870|MONDO:0018949
2259	2	MONDO:0008029	Bethlem myopathy	12.4997582944	2	MONDO:0008029|MONDO:0024530
2228	4	MONDO:0016106	progressive muscular dystrophy	7.0277705039	85	MONDO:0008030|MONDO:0011028|MONDO:0011423|MONDO:0014474
2203	4	MONDO:0016106	progressive muscular dystrophy	7.0277705039	85	MONDO:0008031|MONDO:0009675|MONDO:0014129|MONDO:0014800
2235	3	MONDO:0016106	progressive muscular dystrophy	7.0277705039	85	MONDO:0008032|MONDO:0008033|MONDO:0021569
2298	6	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008034|MONDO:0009638|MONDO:0009674|MONDO:0009682|MONDO:0010267|MONDO:0010884
2299	1	MONDO:0008035	muscular hypoplasia, congenital universal, of Krabbe	16.4225904339	0	MONDO:0008035
2221	2	MONDO:0019056	neuromuscular disease	3.9871806107	796	MONDO:0008036|MONDO:0014178
1202	2	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0008038|MONDO:0010243
2408	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008042|MONDO:0008591|MONDO:0014960|MONDO:0044326
2282	3	MONDO:0024257	genetic motor neuron disease	7.1441409757	103	MONDO:0008045|MONDO:0013867|MONDO:0024537
2521	2	MONDO:0000557	hereditary ataxia	4.4838684723	242	MONDO:0008047|MONDO:0013594
2207	3	MONDO:0019056	neuromuscular disease	3.9871806107	796	MONDO:0008050|MONDO:0011076|MONDO:0020344
1607	4	MONDO:0020009	rare neurologic disease	0.8949047197	6347	MONDO:0008051|MONDO:0013028|MONDO:0013890|MONDO:0016546
2130	8	MONDO:0015107	rare genetic eye disease	2.0233681494	1987	MONDO:0008053|MONDO:0009153|MONDO:0011300|MONDO:0012021|MONDO:0012045|MONDO:0012287|MONDO:0013666|MONDO:0013670
1300	3	MONDO:0019127	polymyositis	10.3529169061	7	MONDO:0008054|MONDO:0016367|MONDO:0019127
370	1	MONDO:0008056	myotonic dystrophy type 1	11.7501650919	0	MONDO:0008056
1450	2	MONDO:0015285	Carney complex	12.3636967448	3	MONDO:0008057|MONDO:0015285
2297	2	MONDO:0016110	non-dystrophic myopathy	5.8502059993	210	MONDO:0008058|MONDO:0010977
1052	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008060|MONDO:0008578|MONDO:0013596
740	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008061|MONDO:0009488
2339	4	MONDO:0016158	narcolepsy-cataplexy syndrome	12.5646094388	7	MONDO:0008062|MONDO:0012179|MONDO:0013652|MONDO:0016158
131	1	MONDO:0008064	nasal bones, absence of	16.6856248397	0	MONDO:0008064
813	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0008069|MONDO:0009799
2206	3	MONDO:0015737	typical nemaline myopathy	9.5854881684	6	MONDO:0008070|MONDO:0009725|MONDO:0015737
1697	7	MONDO:0019750	rare renal disease	3.500873445	848	MONDO:0008071|MONDO:0008264|MONDO:0011190|MONDO:0011885|MONDO:0013131|MONDO:0013898|MONDO:0018589
1702	6	MONDO:0019722	glomerular disease	6.4294161512	199	MONDO:0008072|MONDO:0011390|MONDO:0012725|MONDO:0013496|MONDO:0014451|MONDO:0014462
1869	4	MONDO:0019236	inborn disorder of purine metabolism	8.1218565613	42	MONDO:0008073|MONDO:0010298|MONDO:0010299|MONDO:0010395
342	2	MONDO:0020126	rare peripheral neuropathy	3.3406632262	1094	MONDO:0008076|MONDO:0009722
1651	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008078|MONDO:0009328|MONDO:0014299|MONDO:0024517
1650	3	MONDO:0016645	rare neoplastic disease	1.8793672501	2543	MONDO:0008081|MONDO:0013602|MONDO:0019116
1943	2	MONDO:0019003	multiple endocrine neoplasia type 2	9.621690534	3	MONDO:0008082|MONDO:0008234
2624	2	MONDO:0019260	adult neuronal ceroid lipofuscinosis	8.6325135033	7	MONDO:0008083|MONDO:0008768
2246	16	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008084|MONDO:0010338|MONDO:0010995|MONDO:0011085|MONDO:0011527|MONDO:0011570|MONDO:0011674|MONDO:0011801|MONDO:0011902|MONDO:0011909|MONDO:0011916|MONDO:0012012|MONDO:0012096|MONDO:0012145|MONDO:0013381|MONDO:0013884
2280	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008085|MONDO:0011224|MONDO:0011468
2244	6	MONDO:0020127	genetic peripheral neuropathy	3.5341008457	882	MONDO:0008086|MONDO:0008392|MONDO:0008961|MONDO:0010949|MONDO:0012411|MONDO:0014468
2275	2	MONDO:0015626	Charcot-Marie-tooth disease	6.9451694427	119	MONDO:0008087|MONDO:0014208
1937	7	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008088|MONDO:0009751|MONDO:0010022|MONDO:0010113|MONDO:0010688|MONDO:0011998|MONDO:0014246
854	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008089|MONDO:0008348
1221	2	MONDO:0004805	leukocyte disease	5.7288131081	271	MONDO:0008090|MONDO:0009519
1312	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008091|MONDO:0013954|MONDO:0013956|MONDO:0014597|MONDO:0014637
1230	4	MONDO:0005570	hematological system disease	3.8153371892	1202	MONDO:0008092|MONDO:0008554|MONDO:0011895|MONDO:0011996
965	2	MONDO:0019293	skin vascular disease	7.0075529346	67	MONDO:0008094|MONDO:0012017
964	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008096|MONDO:0020366
803	2	MONDO:0017414	rare nevus	7.467424896	42	MONDO:0008097|MONDO:0016831
792	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008100|MONDO:0008101
1150	3	MONDO:0020029	rare genetic cardiac disease	4.3333054849	494	MONDO:0008102|MONDO:0013123|MONDO:0013960
130	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008105|MONDO:0016290
2134	5	MONDO:0020009	rare neurologic disease	0.8949047197	6347	MONDO:0008107|MONDO:0008654|MONDO:0009015|MONDO:0013464|MONDO:0018925
298	2	MONDO:0015218	syndromic developmental defect of the eye	4.3015426452	230	MONDO:0008108|MONDO:0010592
41	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0008113|MONDO:0015740
2346	2	MONDO:0002025	psychiatric disorder	2.2107908407	1966	MONDO:0008114|MONDO:0013189
306	2	MONDO:0015267	Feingold syndrome	11.4076400924	2	MONDO:0008115|MONDO:0015267
2211	4	MONDO:0005336	myopathy	4.6745373871	473	MONDO:0008116|MONDO:0008117|MONDO:0014898|MONDO:0021018
2570	3	MONDO:0020138	ataxia with dementia	4.6285130774	199	MONDO:0008120|MONDO:0011038|MONDO:0013943
1072	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0008121|MONDO:0008886
2407	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008122|MONDO:0014521|MONDO:0014768
535	3	MONDO:0019697	mesomelic and rhizo-mesomelic dysplasia	8.545050662	33	MONDO:0008123|MONDO:0009779|MONDO:0011227
2144	4	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008129|MONDO:0011181|MONDO:0012310|MONDO:0021083
937	2	MONDO:0014720	autosomal dominant optic atrophy plus syndrome	10.3105854084	4	MONDO:0008131|MONDO:0014720
2089	6	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008135|MONDO:0008328|MONDO:0010640|MONDO:0010896|MONDO:0013611|MONDO:0044314
2181	2	MONDO:0015107	rare genetic eye disease	2.0233681494	1987	MONDO:0008138|MONDO:0012739
559	2	MONDO:0019715	syndrome with synostosis or other joint formation defect	8.127969685	33	MONDO:0008139|MONDO:0011320
867	2	MONDO:0015958	rare genetic bone disease	2.9887876834	1165	MONDO:0008142|MONDO:0008563
657	3	MONDO:0019019	osteogenesis imperfecta	9.5237371573	25	MONDO:0008146|MONDO:0008148|MONDO:0044329
658	4	MONDO:0019019	osteogenesis imperfecta	9.5237371573	25	MONDO:0008149|MONDO:0009805|MONDO:0012591|MONDO:0013924
534	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0008150|MONDO:0011263
913	2	MONDO:0019707	primary osteolysis	9.1652025912	22	MONDO:0008152|MONDO:0009809
625	4	MONDO:0003900	connective tissue disease	2.2349677261	2696	MONDO:0008155|MONDO:0008158|MONDO:0009942|MONDO:0011230
631	4	MONDO:0017198	osteopetrosis (disease)	8.9631588153	24	MONDO:0008156|MONDO:0009815|MONDO:0009816|MONDO:0009818
