cluster id	cluster members	disease_id	disease label	mica	mondo subclasses	clusters
2075	10	MONDO:0019200	retinitis pigmentosa	5.3530287819	171	MONDO:0011137|MONDO:0011272|MONDO:0011974|MONDO:0012024|MONDO:0012367|MONDO:0012943|MONDO:0013328|MONDO:0013414|MONDO:0013436|MONDO:0013437
828	3	MONDO:0015938	systemic disease	5.8264006777	261	MONDO:0011142|MONDO:0014236|MONDO:0014262
2095	6	MONDO:0019118	genetic retinal dystrophy	4.132571587	443	MONDO:0011143|MONDO:0011564|MONDO:0012464|MONDO:0012796|MONDO:0013413|MONDO:0014871
1402	2	MONDO:0015513	rare genetic endocrine disease	2.8244603716	1118	MONDO:0011145|MONDO:0016393
404	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011147|MONDO:0011929|MONDO:0012773
47	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0011148|MONDO:0014965
2399	5	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0011149|MONDO:0012869|MONDO:0013321|MONDO:0014031|MONDO:0018205
335	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011150|MONDO:0012998
1095	2	MONDO:0019684	rare bone disease	2.4392108141	2029	MONDO:0011154|MONDO:0014772
2238	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011155|MONDO:0011859|MONDO:0012130|MONDO:0013291
153	1	MONDO:0011157	Gomez-Lopez-Hernandez syndrome	13.0075529346	0	MONDO:0011157
140	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0011166|MONDO:0013617
1057	3	MONDO:0019272	hereditary palmoplantar keratoderma	7.7733342564	102	MONDO:0011169|MONDO:0011396|MONDO:0019272
256	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011172|MONDO:0017920
1812	5	MONDO:0017626	familial primary hypomagnesemia with normocalcuria	12.1249098853	6	MONDO:0011176|MONDO:0012717|MONDO:0013480|MONDO:0014631|MONDO:0018101
1086	3	MONDO:0019287	ectodermal dysplasia syndrome	5.3012727758	198	MONDO:0011177|MONDO:0015883|MONDO:0017321
2064	4	MONDO:0019118	genetic retinal dystrophy	4.132571587	443	MONDO:0011193|MONDO:0011285|MONDO:0012483|MONDO:0013316
2627	2	MONDO:0015140	early-onset autosomal dominant Alzheimer disease	9.7083449162	16	MONDO:0011194|MONDO:0011513
590	3	MONDO:0005516	osteochondrodysplasia	6.3827574788	173	MONDO:0011198|MONDO:0012108|MONDO:0012185
2592	3	MONDO:0018331	rare genetic dystonia	7.9401185739	66	MONDO:0011200|MONDO:0013928|MONDO:0014627
1451	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011202|MONDO:0014404
1771	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011207|MONDO:0011369|MONDO:0012011
395	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011209|MONDO:0013090
605	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0011211|MONDO:0012468
187	1	MONDO:0011215	Osteocraniostenosis	14.3636967448	0	MONDO:0011215
1575	7	MONDO:0006507	hereditary hemochromatosis	10.6544061091	10	MONDO:0011216|MONDO:0011417|MONDO:0011631|MONDO:0013220|MONDO:0016363|MONDO:0019257|MONDO:0021001
6	2	MONDO:0015327	developmental anomaly of metabolic origin	3.1216421174	755	MONDO:0011217|MONDO:0014541
1077	4	MONDO:0019277	epidermal appendage anomaly	4.8985385152	340	MONDO:0011219|MONDO:0014765|MONDO:0018061|MONDO:0018631
2255	3	MONDO:0024257	genetic motor neuron disease	7.1441409757	103	MONDO:0011223|MONDO:0013715|MONDO:0017593
1996	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011229|MONDO:0019427
72	2	MONDO:0000107	auriculocondylar syndrome	11.8376279332	4	MONDO:0011234|MONDO:0013845
775	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0011240|MONDO:0019179
865	1	MONDO:0011243	grange syndrome	14.2526654325	0	MONDO:0011243
2215	6	MONDO:0021197	disease disrupting function of subcellular component	2.8110468578	1529	MONDO:0011246|MONDO:0013061|MONDO:0013159|MONDO:0013160|MONDO:0014039|MONDO:0014547
160	2	MONDO:0018751	genetic otorhinolaryngologic disease	3.5661973287	747	MONDO:0011255|MONDO:0012541
1978	2	MONDO:0015616	rare genetic intestinal disease	5.3473341461	199	MONDO:0011257|MONDO:0012479
412	1	MONDO:0011261	spondyloepiphyseal dysplasia, Nishimura type	12.8376279332	0	MONDO:0011261
1378	1	MONDO:0011266	myotonic dystrophy type 2	12.6677029317	0	MONDO:0011266
2262	2	MONDO:0011271	rigid spine muscular dystrophy 1	11.9631588153	2	MONDO:0011271|MONDO:0017939
1396	1	MONDO:0011273	H syndrome	11.6412307204	0	MONDO:0011273
1093	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011287|MONDO:0012373
1510	2	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0011291|MONDO:0014576
1350	2	MONDO:0021166	inflammatory disease	5.2154744045	1114	MONDO:0011292|MONDO:0016848
717	5	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0011296|MONDO:0011821|MONDO:0012626|MONDO:0012848|MONDO:0019795
1913	2	MONDO:0015894	rare hyperthyroidism	10.3818440915	11	MONDO:0011309|MONDO:0012203
772	2	MONDO:0002602	central nervous system disease	1.5804365493	3815	MONDO:0011313|MONDO:0014382
1401	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011323|MONDO:0015238
986	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0011352|MONDO:0017904|MONDO:0024544
24	2	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0011359|MONDO:0012927
310	2	MONDO:0015159	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	3.9983803959	512	MONDO:0011365|MONDO:0016994
2567	1	MONDO:0011380	leukoencephalopathy with vanishing white matter	13.1495719395	6	MONDO:0011380
1573	2	MONDO:0019050	inherited hemoglobinopathy	9.0991603138	48	MONDO:0011382|MONDO:0019402
2061	6	MONDO:0015107	rare genetic eye disease	2.0233681494	1987	MONDO:0011395|MONDO:0011957|MONDO:0012139|MONDO:0013069|MONDO:0019353|MONDO:0024569
685	2	MONDO:0015220	syndrome with a central nervous system malformation as major feature	3.708881733	498	MONDO:0011402|MONDO:0017406
2615	3	MONDO:0002602	central nervous system disease	1.5804365493	3815	MONDO:0011412|MONDO:0015140|MONDO:0018964
1458	2	MONDO:0015514	genetic endocrine growth disease	4.8825431394	240	MONDO:0011420|MONDO:0014403
1882	2	MONDO:0000066	mitochondrial complex deficiency	9.3245583509	19	MONDO:0011421|MONDO:0013546
814	3	MONDO:0015940	rare rheumatologic disease	6.2302976194	195	MONDO:0011429|MONDO:0013021|MONDO:0017376
205	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0011432|MONDO:0015605
2260	2	MONDO:0011436	autosomal recessive distal spinal muscular atrophy 1	12.7037721864	1	MONDO:0011436|MONDO:0013731
2461	3	MONDO:0005560	brain disease	1.7544902984	3071	MONDO:0011449|MONDO:0012392|MONDO:0014862
790	5	MONDO:0005070	neoplasm (disease)	1.7649928521	4411	MONDO:0011450|MONDO:0012933|MONDO:0014630|MONDO:0014802|MONDO:0016419
1168	6	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011451|MONDO:0012557|MONDO:0013345|MONDO:0014525|MONDO:0014959|MONDO:0014973
2518	4	MONDO:0020138	ataxia with dementia	4.6285130774	199	MONDO:0011457|MONDO:0012235|MONDO:0012449|MONDO:0014084
1288	5	MONDO:0020012	systemic or rheumatic disease	4.9898745576	512	MONDO:0011462|MONDO:0013944|MONDO:0014405|MONDO:0018824|MONDO:0019526
2219	6	MONDO:0018949	distal myopathy	9.3175549632	29	MONDO:0011466|MONDO:0011721|MONDO:0012215|MONDO:0012410|MONDO:0013711|MONDO:0024545
1157	16	MONDO:0000992	heart conduction disease	7.7337573354	121	MONDO:0011474|MONDO:0012312|MONDO:0012314|MONDO:0012736|MONDO:0012738|MONDO:0012743|MONDO:0012828|MONDO:0013015|MONDO:0013062|MONDO:0013145|MONDO:0013146|MONDO:0013148|MONDO:0014156|MONDO:0014548|MONDO:0014550|MONDO:0024562
251	2	MONDO:0015338	syndromic craniosynostosis	6.9549848838	64	MONDO:0011481|MONDO:0013615
1736	2	MONDO:0015118	rare pulmonary disease	6.1716998982	254	MONDO:0011490|MONDO:0012579
762	1	MONDO:0011500	Becker nevus syndrome	12.0188682478	1	MONDO:0011500
664	1	MONDO:0011501	wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia	13.8782699177	0	MONDO:0011501
2015	1	MONDO:0011502	Wolfram syndrome 2	12.3071132165	0	MONDO:0011502
2453	3	MONDO:0020022	central nervous system malformation	3.5319778137	719	MONDO:0011504|MONDO:0011948|MONDO:0014908
2358	3	MONDO:0015650	epilepsy syndrome	5.7082017988	261	MONDO:0011506|MONDO:0016025|MONDO:0019486
280	4	MONDO:0019042	multiple congenital anomalies/dysmorphic syndrome	2.9732053146	937	MONDO:0011518|MONDO:0012774|MONDO:0015749|MONDO:0017335
2286	4	MONDO:0019056	neuromuscular disease	3.9871806107	796	MONDO:0011534|MONDO:0014012|MONDO:0014578|MONDO:0014733
2264	3	MONDO:0016139	qualitative or quantitative protein defects in neuromuscular diseases	5.8081873178	206	MONDO:0011539|MONDO:0012538|MONDO:0019951
2600	3	MONDO:0015957	rare genetic movement disorder	3.6991072423	616	MONDO:0011551|MONDO:0012205|MONDO:0013150
1919	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011565|MONDO:0011566|MONDO:0014352|MONDO:0014416
1090	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0011575|MONDO:0013268
1626	2	MONDO:0017896	familial nonmedullary thyroid carcinoma	9.9360905721	8	MONDO:0011578|MONDO:0017895
2088	8	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0011579|MONDO:0011838|MONDO:0012174|MONDO:0013780|MONDO:0014323|MONDO:0014400|MONDO:0014687|MONDO:0014850
504	4	MONDO:0019391	Fanconi anemia	8.3097165767	20	MONDO:0011584|MONDO:0012187|MONDO:0012565|MONDO:0014638
2547	4	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0011593|MONDO:0012320|MONDO:0012629|MONDO:0012706
2178	3	MONDO:0020004	rare eye disease	1.9394674576	2132	MONDO:0011599|MONDO:0016205|MONDO:0019783
216	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0011604|MONDO:0012634
1842	3	MONDO:0004736	inherited amino acid metabolic disorder	5.8798809676	262	MONDO:0011612|MONDO:0012596|MONDO:0014803
1954	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011624|MONDO:0014767
1505	2	MONDO:0015656	metabolic diseases with epilepsy	4.3063006289	283	MONDO:0011629|MONDO:0011730
190	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011637|MONDO:0014801
2001	3	MONDO:0016391	neonatal diabetes mellitus	10.4997582944	9	MONDO:0011643|MONDO:0019207|MONDO:0020525
2526	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0011646|MONDO:0015626|MONDO:0020380
118	2	MONDO:0015153	autosomal monosomy	5.7538531532	240	MONDO:0011652|MONDO:0015438
211	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011654|MONDO:0013856
2588	3	MONDO:0005395	movement disorder	3.6631529899	700	MONDO:0011658|MONDO:0011728|MONDO:0011930
2033	2	MONDO:0016538	hypotonia-cystinuria syndrome type 1	12.3493414519	3	MONDO:0011669|MONDO:0015583
844	1	MONDO:0011670	Ehlers-Danlos syndrome due to tenascin-X deficiency	13.3351275926	0	MONDO:0011670
1027	2	MONDO:0019306	congenital non-bullous ichthyosiform erythroderma	11.3493414519	6	MONDO:0011680|MONDO:0012847
270	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0011686|MONDO:0019891
2293	2	MONDO:0021200	rare disease	0.1406272128	13538	MONDO:0011690|MONDO:0014302
2326	2	MONDO:0000724	specific language impairment	13.4529640829	5	MONDO:0011710|MONDO:0011711
1547	1	MONDO:0011714	partial lipodystrophy, congenital cataracts, and neurodegeneration syndrome	14.4225904339	0	MONDO:0011714
281	4	MONDO:0015983	rare genetic syndromic intellectual disability	2.696177118	1137	MONDO:0011715|MONDO:0013735|MONDO:0018123|MONDO:0019784
784	3	MONDO:0015983	rare genetic syndromic intellectual disability	2.696177118	1137	MONDO:0011722|MONDO:0013885|MONDO:0044323
2460	3	MONDO:0100038	complex neurodevelopmental disorder	2.2251305471	1826	MONDO:0011724|MONDO:0012143|MONDO:0012805
744	1	MONDO:0011734	Cardioneuromyopathy with hyaline masses and nemaline rods	15.100662339	0	MONDO:0011734
343	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011736|MONDO:0017138
2405	3	MONDO:0020022	central nervous system malformation	3.5319778137	719	MONDO:0011738|MONDO:0013990|MONDO:0014724
156	1	MONDO:0011744	primary intraosseous venous malformation	12.9414637442	0	MONDO:0011744
16	2	MONDO:0020017	rare otorhinolaryngologic disease	3.4601161195	834	MONDO:0011748|MONDO:0015237
1749	1	MONDO:0011751	COPD, severe early onset	16.4225904339	0	MONDO:0011751
1464	3	MONDO:0019684	rare bone disease	2.4392108141	2029	MONDO:0011759|MONDO:0011760|MONDO:0013612
2419	2	MONDO:0018296	congenital disorder of glycosylation with developmental anomaly	5.8732870654	79	MONDO:0011772|MONDO:0013158
2377	2	MONDO:0018284	congenital disorder of glycosylation with neurological involvement	5.6207473758	98	MONDO:0011783|MONDO:0012637
507	2	MONDO:0011812	Duane-radial ray syndrome	11.1683491465	3	MONDO:0011812|MONDO:0019863
308	2	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0011816|MONDO:0019902
10	1	MONDO:0011823	developmental malformations-deafness-dystonia syndrome	13.0768155971	0	MONDO:0011823
2565	2	MONDO:0020238	genetic vitreous-retinal disease	3.8546343585	512	MONDO:0011829|MONDO:0013917
2519	5	MONDO:0020138	ataxia with dementia	4.6285130774	199	MONDO:0011833|MONDO:0012247|MONDO:0012450|MONDO:0013392|MONDO:0014159
1172	2	MONDO:0015656	metabolic diseases with epilepsy	4.3063006289	283	MONDO:0011835|MONDO:0018945
2550	2	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0011841|MONDO:0013117
1048	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011853|MONDO:0014393
982	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0011861|MONDO:0019799
2482	2	MONDO:0015089	autosomal recessive complex spastic paraplegia	7.8899098332	48	MONDO:0011862|MONDO:0014305
22	1	MONDO:0011867	microphthalmia with cyst, bilateral facial clefts, and limb anomalies	14.4839909786	0	MONDO:0011867
2313	3	MONDO:0009696	juvenile myoclonic epilepsy	10.131035988	8	MONDO:0011875|MONDO:0011876|MONDO:0011892
2571	1	MONDO:0011887	cataract, congenital, with mental impairment and dentate gyrus atrophy	15.4225904339	0	MONDO:0011887
2532	3	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0011897|MONDO:0013722|MONDO:0018656
1629	4	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0011905|MONDO:0013700|MONDO:0014406|MONDO:0019218
356	1	MONDO:0011911	craniolenticulosutural dysplasia	13.1249098853	0	MONDO:0011911
2614	3	MONDO:0015140	early-onset autosomal dominant Alzheimer disease	9.7083449162	16	MONDO:0011913|MONDO:0012153|MONDO:0012321
2186	3	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0011933|MONDO:0015300|MONDO:0016023
311	3	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0011936|MONDO:0012324|MONDO:0017285
1260	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0011939|MONDO:0012764
2002	2	MONDO:0000166	encephalopathy, acute, infection-induced	10.7643789511	8	MONDO:0011953|MONDO:0013633
278	2	MONDO:0015983	rare genetic syndromic intellectual disability	2.696177118	1137	MONDO:0011964|MONDO:0018248
411	2	MONDO:0019755	developmental defect during embryogenesis	1.2273464034	4904	MONDO:0011975|MONDO:0013223
602	1	MONDO:0011976	lipodystrophy-intellectual disability-deafness syndrome	12.7787342441	0	MONDO:0011976
1545	2	MONDO:0024505	disorder of anatomical region	0.8522158572	7686	MONDO:0011986|MONDO:0013163
2294	1	MONDO:0011992	hereditary spastic paraplegia 25	13.8782699177	0	MONDO:0011992
257	1	MONDO:0012006	craniosynostosis with ocular abnormalities and hallucal defects	13.8782699177	0	MONDO:0012006
361	2	MONDO:0020052	partial autosomal trisomy/tetrasomy	7.3969894307	134	MONDO:0012020|MONDO:0016840
345	4	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0012032|MONDO:0013798|MONDO:0015431|MONDO:0015769
2328	1	MONDO:0012037	intellectual disability, autosomal recessive 3	14.7596254212	0	MONDO:0012037
1504	2	MONDO:0019058	neurometabolic disease	3.7501282589	462	MONDO:0012052|MONDO:0013969
704	3	MONDO:0018772	Joubert syndrome	6.9917894472	31	MONDO:0012078|MONDO:0012432|MONDO:0012539
141	1	MONDO:0012099	AICA-ribosiduria	12.6677029317	0	MONDO:0012099
1704	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0012104|MONDO:0013488
1462	2	MONDO:0015892	growth hormone insensitivity syndrome	11.2728433144	6	MONDO:0012110|MONDO:0014420
1162	3	MONDO:0024573	familial hypertrophic cardiomyopathy	5.5785385674	111	MONDO:0012111|MONDO:0013200|MONDO:0014883
1161	5	MONDO:0000591	intrinsic cardiomyopathy	4.8281880671	315	MONDO:0012112|MONDO:0012180|MONDO:0012506|MONDO:0013474|MONDO:0014329
2539	2	MONDO:0019189	inborn disorder of amino acid and other organic acid metabolism	5.277295099	354	MONDO:0012120|MONDO:0044304
2283	1	MONDO:0012124	sudden infant death-dysgenesis of the testes syndrome	13.3351275926	0	MONDO:0012124
1642	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012129|MONDO:0013810
1873	2	MONDO:0015515	carnitine palmitoyltransferase II deficiency	11.7407663939	3	MONDO:0012136|MONDO:0015515
1018	2	MONDO:0019684	rare bone disease	2.4392108141	2029	MONDO:0012137|MONDO:0018166
2267	3	MONDO:0018940	congenital myasthenic syndrome	7.9672632136	34	MONDO:0012157|MONDO:0014588|MONDO:0014590
2289	2	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0012166|MONDO:0013634
1883	2	MONDO:0000688	inherited organic acidemia	7.0424901779	104	MONDO:0012172|MONDO:0018950
1532	3	MONDO:0019052	inborn errors of metabolism	2.4665470957	1810	MONDO:0012173|MONDO:0013307|MONDO:0019264
2494	3	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0012177|MONDO:0013967|MONDO:0014117
137	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0012178|MONDO:0014450
1688	2	MONDO:0024505	disorder of anatomical region	0.8522158572	7686	MONDO:0012184|MONDO:0013838
1685	1	MONDO:0012190	nephrotic syndrome-deafness-pretibial epidermolysis bullosa syndrome	13.9200900934	0	MONDO:0012190
2455	2	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0012191|MONDO:0014506
121	1	MONDO:0012192	permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome	13.0533566242	0	MONDO:0012192
2113	3	MONDO:0019290	hypopigmentation of the skin (disease)	7.2656646619	58	MONDO:0012198|MONDO:0018094|MONDO:0019518
768	2	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0012218|MONDO:0014549
2010	2	MONDO:0017779	alpha-N-acetylgalactosaminidase deficiency	11.4606584747	3	MONDO:0012221|MONDO:0017779
2011	1	MONDO:0012222	alpha-N-acetylgalactosaminidase deficiency type 2	13.0533566242	0	MONDO:0012222
2208	2	MONDO:0008003	autosomal dominant progressive external ophthalmoplegia	10.4683941235	5	MONDO:0012241|MONDO:0024528
2437	8	MONDO:0019117	genetic nervous system disorder	1.0944414681	5213	MONDO:0012245|MONDO:0013277|MONDO:0013438|MONDO:0014370|MONDO:0014533|MONDO:0014725|MONDO:0014874|MONDO:0016758
2421	4	MONDO:0005336	myopathy	4.6745373871	473	MONDO:0012248|MONDO:0014142|MONDO:0014300|MONDO:0024607
2479	3	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0012256|MONDO:0016353|MONDO:0019064
2140	1	MONDO:0012262	CFEOM3C	12.8782699177	0	MONDO:0012262
571	2	MONDO:0005172	skeletal system disease	1.8704517187	3481	MONDO:0012270|MONDO:0014987
2141	5	MONDO:0100038	complex neurodevelopmental disorder	2.2251305471	1826	MONDO:0012276|MONDO:0012462|MONDO:0013828|MONDO:0014119|MONDO:0014917
349	3	MONDO:0015159	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	3.9983803959	512	MONDO:0012280|MONDO:0014529|MONDO:0019133
2469	3	MONDO:0019064	hereditary spastic paraplegia	6.8964172644	111	MONDO:0012297|MONDO:0014295|MONDO:0014882
1864	2	MONDO:0018158	mitochondrial DNA depletion syndrome	8.7267821645	21	MONDO:0012301|MONDO:0012791
1286	5	MONDO:0021197	disease disrupting function of subcellular component	2.8110468578	1529	MONDO:0012316|MONDO:0013016|MONDO:0014306|MONDO:0018063|MONDO:0018304
1145	1	MONDO:0012323	lethal acantholytic epidermolysis bullosa	14.2526654325	0	MONDO:0012323
229	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012342|MONDO:0014791|MONDO:0017284
837	1	MONDO:0012349	spondylocostal dysostosis 3, autosomal recessive	13.3928430905	0	MONDO:0012349
1181	2	MONDO:0016627	rare hemorrhagic disorder	7.0131994978	149	MONDO:0012354|MONDO:0013190
2435	4	MONDO:0005560	brain disease	1.7544902984	3071	MONDO:0012368|MONDO:0012414|MONDO:0014335|MONDO:0014636
152	2	MONDO:0018997	Noonan syndrome	7.8590763524	10	MONDO:0012371|MONDO:0013379
1471	2	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0012383|MONDO:0016357
2426	4	MONDO:0005560	brain disease	1.7544902984	3071	MONDO:0012391|MONDO:0012721|MONDO:0013490|MONDO:0014104
1356	2	MONDO:0020009	rare neurologic disease	0.8949047197	6347	MONDO:0012393|MONDO:0017577
866	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012397|MONDO:0014032
2449	5	MONDO:0002602	central nervous system disease	1.5804365493	3815	MONDO:0012399|MONDO:0012891|MONDO:0013527|MONDO:0014072|MONDO:0030913
2454	4	MONDO:0015955	rare genetic epilepsy	3.489699039	762	MONDO:0012400|MONDO:0013056|MONDO:0014003|MONDO:0014212
1315	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0012412|MONDO:0012908|MONDO:0014255
1404	3	MONDO:0002254	syndromic disease	1.2777928031	4214	MONDO:0012413|MONDO:0012563|MONDO:0014369
333	2	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0012430|MONDO:0013292
1557	1	MONDO:0012436	neonatal diabetes mellitus with congenital hypothyroidism	12.9414637442	0	MONDO:0012436
1611	2	MONDO:0005361	eosinophilic esophagitis	13.798099569	3	MONDO:0012451|MONDO:0013260
2487	4	MONDO:0019064	hereditary spastic paraplegia	6.8964172644	111	MONDO:0012453|MONDO:0012476|MONDO:0013239|MONDO:0014827
93	3	MONDO:0012455	Kleefstra syndrome	11.100662339	3	MONDO:0012455|MONDO:0019896|MONDO:0027407
1789	3	MONDO:0021195	disease disrupting biological or physiological process	0.153798698	14140	MONDO:0012465|MONDO:0014459|MONDO:0018055
1473	2	MONDO:0015327	developmental anomaly of metabolic origin	3.1216421174	755	MONDO:0012481|MONDO:0013870
2185	1	MONDO:0012484	prosopagnosia, hereditary	16.0075529346	0	MONDO:0012484
66	3	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012486|MONDO:0012575|MONDO:0016568
380	2	MONDO:0015159	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	3.9983803959	512	MONDO:0012496|MONDO:0014700
1606	3	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0012500|MONDO:0014021|MONDO:0014498
1500	2	MONDO:0000732	combined oxidative phosphorylation deficiency	8.3727418844	34	MONDO:0012510|MONDO:0012718
1970	4	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012511|MONDO:0013727|MONDO:0013728|MONDO:0013729
2575	2	MONDO:0016578	mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies	5.8348129176	157	MONDO:0012512|MONDO:0013675
2529	3	MONDO:0000001	disease or disorder	2.73735657546983E-06	21358	MONDO:0012514|MONDO:0013776|MONDO:0014968
236	6	MONDO:0015960	rare genetic developmental defect during embryogenesis	1.2344781354	4370	MONDO:0012519|MONDO:0012864|MONDO:0012914|MONDO:0016658|MONDO:0016841|MONDO:0019188
1893	4	MONDO:0021199	disease affecting anatomical system	0.0640651401	17630	MONDO:0012522|MONDO:0014589|MONDO:0015516|MONDO:0023171
2077	5	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0012523|MONDO:0012813|MONDO:0013315|MONDO:0014618|MONDO:0019803
1373	8	MONDO:0018800	Kallmann syndrome	10.5156998383	19	MONDO:0012528|MONDO:0012988|MONDO:0013910|MONDO:0013913|MONDO:0013926|MONDO:0013946|MONDO:0013961|MONDO:0014461
2046	2	MONDO:0024505	disorder of anatomical region	0.8522158572	7686	MONDO:0012529|MONDO:0016066
109	2	MONDO:0019243	inborn disorder of energy metabolism	4.8649671863	373	MONDO:0012534|MONDO:0013877
1391	2	MONDO:0003847	inherited genetic disease	0.7834240426	8269	MONDO:0012535|MONDO:0013054
1502	2	MONDO:0015286	congenital disorder of glycosylation	5.2351352558	182	MONDO:0012556|MONDO:0015286
1681	9	MONDO:0020030	rare genetic renal disease	3.690599716	658	MONDO:0012561|MONDO:0012680|MONDO:0012931|MONDO:0013442|MONDO:0013444|MONDO:0013621|MONDO:0014374|MONDO:0014818|MONDO:0014997
1259	8	MONDO:0021198	rare genetic disease	0.53327265	9577	MONDO:0012571|MONDO:0012594|MONDO:0012918|MONDO:0013283|MONDO:0013284|MONDO:0013507|MONDO:0014226|MONDO:0014313
85	2	MONDO:0015982	rare genetic intellectual disability	2.6535274413	1272	MONDO:0012574|MONDO:0033492
1772	1	MONDO:0012586	coronary artery disease, autosomal dominant 2	15.2001980126	0	MONDO:0012586
614	2	MONDO:0019019	osteogenesis imperfecta	9.5237371573	25	MONDO:0012592|MONDO:0013515
2288	3	MONDO:0020127	genetic peripheral neuropathy	3.5341008457	882	MONDO:0012608|MONDO:0013382|MONDO:0014121
88	3	MONDO:0015982	rare genetic intellectual disability	2.6535274413	1272	MONDO:0012611|MONDO:0014606|MONDO:0014699
123	1	MONDO:0012613	intellectual disability, autosomal recessive 5	13.5156998383	0	MONDO:0012613
194	2	MONDO:0015982	rare genetic intellectual disability	2.6535274413	1272	MONDO:0012623|MONDO:0014495
2285	3	MONDO:0015626	Charcot-Marie-tooth disease	6.9451694427	119	MONDO:0012640|MONDO:0013644|MONDO:0014836
