#disease	phenotype	onset	frequency	severity
MONDO:0011841	HP:0002134			
MONDO:0011841	HP:0002300			
MONDO:0011841	HP:0002385			
MONDO:0011841	HP:0002540			
MONDO:0011841	HP:0003487			
MONDO:0011841	HP:0003621			
MONDO:0011841	HP:0008936			
MONDO:0011841	HP:0012179			
MONDO:0011842	HP:0000006			
MONDO:0011842	HP:0000710			
MONDO:0011842	HP:0000713			
MONDO:0011842	HP:0000734			
MONDO:0011842	HP:0000738			
MONDO:0011842	HP:0000741			
MONDO:0011842	HP:0000751			
MONDO:0011842	HP:0001300			
MONDO:0011842	HP:0002120			
MONDO:0011842	HP:0002145			
MONDO:0011842	HP:0002171			
MONDO:0011842	HP:0002185			
MONDO:0011842	HP:0002186			
MONDO:0011842	HP:0002300			
MONDO:0011842	HP:0002354			
MONDO:0011842	HP:0002357			
MONDO:0011842	HP:0002381			
MONDO:0011842	HP:0002529			
MONDO:0011842	HP:0002591			
MONDO:0011842	HP:0006956			
MONDO:0011842	HP:0007064			
MONDO:0011842	HP:0008762			
MONDO:0011842	HP:0030214			
MONDO:0011842	HP:0030223			
MONDO:0011842	HP:0100315			
MONDO:0011843	HP:0000006			
MONDO:0011843	HP:0001644			
MONDO:0011843	HP:0001712		HP:0040283	
MONDO:0011843	HP:0001716		HP:0040283	
MONDO:0011844	HP:0000006			
MONDO:0011844	HP:0001332			
MONDO:0011844	HP:0001336			
MONDO:0011844	HP:0001425			
MONDO:0011844	HP:0002356			
MONDO:0011845	HP:0000006			
MONDO:0011845	HP:0000613			
MONDO:0011845	HP:0002013			
MONDO:0011845	HP:0002018			
MONDO:0011845	HP:0002077			
MONDO:0011845	HP:0002083			
MONDO:0011845	HP:0002183			
MONDO:0011846	HP:0001426			
MONDO:0011846	HP:0100739			
MONDO:0011847	HP:0000006			
MONDO:0011847	HP:0000613			
MONDO:0011847	HP:0001347			
MONDO:0011847	HP:0002013			
MONDO:0011847	HP:0002018			
MONDO:0011847	HP:0002083			
MONDO:0011847	HP:0002183			
MONDO:0011850	HP:0000006			
MONDO:0011850	HP:0000613			
MONDO:0011850	HP:0002013			
MONDO:0011850	HP:0002018			
MONDO:0011850	HP:0002077			
MONDO:0011850	HP:0002083			
MONDO:0011850	HP:0002183			
MONDO:0011851	HP:0000006			
MONDO:0011851	HP:0000613			
MONDO:0011851	HP:0001269			
MONDO:0011851	HP:0002013			
MONDO:0011851	HP:0002018			
MONDO:0011851	HP:0002077			
MONDO:0011851	HP:0002083			
MONDO:0011851	HP:0002183			
MONDO:0011851	HP:0002301			
MONDO:0011852	HP:0000006			
MONDO:0011853	HP:0000007			
MONDO:0011853	HP:0001792			
MONDO:0011853	HP:0010442			
MONDO:0011853	HP:0012385			
MONDO:0011853	HP:0012725			
MONDO:0011853	HP:0100797			
MONDO:0011855	HP:0000006			
MONDO:0011855	HP:0001149			
MONDO:0011855	HP:0007663			
MONDO:0011857	HP:0000006			
MONDO:0011857	HP:0001297			
MONDO:0011857	HP:0001425			
MONDO:0011857	HP:0001649			
MONDO:0011857	HP:0001727		HP:0040282	
MONDO:0011857	HP:0005110			
MONDO:0011858	HP:0000006			
MONDO:0011858	HP:0000012			
MONDO:0011858	HP:0000020			
MONDO:0011858	HP:0000496			
MONDO:0011858	HP:0001249			
MONDO:0011858	HP:0001251			
MONDO:0011858	HP:0001258			
MONDO:0011858	HP:0001260			
MONDO:0011858	HP:0001272			
MONDO:0011858	HP:0001332			
MONDO:0011858	HP:0001347			
MONDO:0011858	HP:0002064			
MONDO:0011858	HP:0002166			
MONDO:0011858	HP:0002839			
MONDO:0011858	HP:0003487			
MONDO:0011858	HP:0003812			
MONDO:0011858	HP:0007340			
MONDO:0011858	HP:0011448			
MONDO:0011858	HP:0011449			
MONDO:0011859	HP:0000006			
MONDO:0011859	HP:0002093			
MONDO:0011859	HP:0002792			
MONDO:0011859	HP:0002877		HP:0040284	
MONDO:0011859	HP:0002878			
MONDO:0011859	HP:0003236			
MONDO:0011859	HP:0003458			
MONDO:0011859	HP:0003547			
MONDO:0011859	HP:0003555			
MONDO:0011859	HP:0003581			
MONDO:0011859	HP:0003676			
MONDO:0011859	HP:0003722			
MONDO:0011859	HP:0003731			
MONDO:0011859	HP:0003749			
MONDO:0011859	HP:0003805			
MONDO:0011859	HP:0003828			
MONDO:0011859	HP:0009027			HP:0012832
MONDO:0011861	HP:0000006			
MONDO:0011861	HP:0000708			
MONDO:0011861	HP:0000961			
MONDO:0011861	HP:0000980			
MONDO:0011861	HP:0001891			
MONDO:0011861	HP:0007185			
MONDO:0011862	HP:0000007			
MONDO:0011862	HP:0001257			
MONDO:0011862	HP:0001258		HP:0040281	
MONDO:0011862	HP:0002169		HP:0040281	
MONDO:0011862	HP:0003593			
MONDO:0011862	HP:0003698			
MONDO:0011862	HP:0030051		HP:0040281	
MONDO:0011864	HP:0000007			
MONDO:0011864	HP:0000403			
MONDO:0011864	HP:0000509			
MONDO:0011864	HP:0001744			
MONDO:0011864	HP:0001904		HP:0040283	
MONDO:0011864	HP:0002014			
MONDO:0011864	HP:0002090			
MONDO:0011864	HP:0002110			
MONDO:0011864	HP:0002240			
MONDO:0011864	HP:0002716			
MONDO:0011864	HP:0002718			
MONDO:0011864	HP:0002720			
MONDO:0011864	HP:0002721			
MONDO:0011864	HP:0002837			
MONDO:0011864	HP:0002850			
MONDO:0011864	HP:0004315			
MONDO:0011864	HP:0005435			
MONDO:0011864	HP:0006532			
MONDO:0011864	HP:0010976			
MONDO:0011864	HP:0011108			
MONDO:0011865	HP:0000006			
MONDO:0011865	HP:0000482		HP:0040283	
MONDO:0011865	HP:0000483		HP:0040283	
MONDO:0011865	HP:0000486		HP:0040283	
MONDO:0011865	HP:0000501		HP:0040283	
MONDO:0011865	HP:0000519		HP:0040283	
MONDO:0011865	HP:0000540		HP:0040283	
MONDO:0011865	HP:0000541		HP:0040283	
MONDO:0011865	HP:0000545		HP:0040283	
MONDO:0011865	HP:0000568		HP:0040283	
MONDO:0011865	HP:0000575			
MONDO:0011865	HP:0000622			
MONDO:0011865	HP:0000646		HP:0040283	
MONDO:0011865	HP:0001136			
MONDO:0011865	HP:0001250		HP:0040283	
MONDO:0011865	HP:0001256		HP:0040283	
MONDO:0011865	HP:0001269			
MONDO:0011865	HP:0002077			
MONDO:0011865	HP:0002132		HP:0040283	
MONDO:0011865	HP:0006859			
MONDO:0011865	HP:0007676		HP:0040283	
MONDO:0011865	HP:0007894			
MONDO:0011865	HP:0007957		HP:0040283	
MONDO:0011865	HP:0009918		HP:0040283	
MONDO:0011865	HP:0011496		HP:0040283	
MONDO:0011865	HP:0011500		HP:0040283	
MONDO:0011865	HP:0012520			
MONDO:0011865	HP:0500087		HP:0040284	
MONDO:0011866	HP:0000007			
MONDO:0011866	HP:0001249			
MONDO:0011866	HP:0001251			
MONDO:0011866	HP:0001252			
MONDO:0011866	HP:0001263			
MONDO:0011866	HP:0001290			
MONDO:0011866	HP:0001321			
MONDO:0011866	HP:0001324			
MONDO:0011866	HP:0001347			
MONDO:0011866	HP:0001760			
MONDO:0011866	HP:0002093			
MONDO:0011866	HP:0002380			
MONDO:0011866	HP:0002398			
MONDO:0011866	HP:0002803			
MONDO:0011866	HP:0003445			
MONDO:0011866	HP:0003577			
MONDO:0011866	HP:0003676			
MONDO:0011866	HP:0006850			
MONDO:0011866	HP:0006999			
MONDO:0011866	HP:0007269			
MONDO:0011866	HP:0008872			
MONDO:0011866	HP:0012110			
MONDO:0011866	HP:0200147			
MONDO:0011867	HP:0000175			
MONDO:0011867	HP:0000204			
MONDO:0011867	HP:0000244			
MONDO:0011867	HP:0000358			
MONDO:0011867	HP:0000369			
MONDO:0011867	HP:0000453			
MONDO:0011867	HP:0000457			
MONDO:0011867	HP:0000506			
MONDO:0011867	HP:0000609			
MONDO:0011867	HP:0000625			
MONDO:0011867	HP:0001263			
MONDO:0011867	HP:0001382			
MONDO:0011867	HP:0001595			
MONDO:0011867	HP:0001773			
MONDO:0011867	HP:0002006			
MONDO:0011867	HP:0002007			
MONDO:0011867	HP:0002705			
MONDO:0011867	HP:0003745			
MONDO:0011867	HP:0004478			
MONDO:0011867	HP:0007481			
MONDO:0011867	HP:0007633			
MONDO:0011867	HP:0009852			
MONDO:0011868	HP:0000007			
MONDO:0011868	HP:0000126			
MONDO:0011868	HP:0000347			
MONDO:0011868	HP:0000969			
MONDO:0011868	HP:0001558			
MONDO:0011868	HP:0001561			
MONDO:0011868	HP:0001629		HP:0040283	
MONDO:0011868	HP:0001644		HP:0040283	
MONDO:0011868	HP:0002304			
MONDO:0011868	HP:0002804			
MONDO:0011868	HP:0002878	HP:0003593		
MONDO:0011868	HP:0003202			
MONDO:0011868	HP:0007964			
MONDO:0011868	HP:0011003			
MONDO:0011870	HP:0000006			
MONDO:0011870	HP:0000972			
MONDO:0011870	HP:0007475			
MONDO:0011870	HP:0010783			
MONDO:0011871	HP:0000007			
MONDO:0011871	HP:0001103			
MONDO:0011871	HP:0001744			
MONDO:0011871	HP:0001982			
MONDO:0011871	HP:0002094			
MONDO:0011871	HP:0002155			
MONDO:0011871	HP:0002205			
MONDO:0011871	HP:0002207			
MONDO:0011871	HP:0002240			
MONDO:0011871	HP:0003141			
MONDO:0011871	HP:0003233			
MONDO:0011871	HP:0003609			
MONDO:0011871	HP:0003621			
MONDO:0011871	HP:0003812			
MONDO:0011871	HP:0004322			
MONDO:0011871	HP:0004333			
MONDO:0011872	HP:0000007			
MONDO:0011872	HP:0001008			
MONDO:0011872	HP:0001010			
MONDO:0011872	HP:0001250		HP:0040283	
MONDO:0011872	HP:0001257			
MONDO:0011872	HP:0001317			
MONDO:0011872	HP:0002218			
MONDO:0011872	HP:0002220			
MONDO:0011872	HP:0002344		HP:0040283	
MONDO:0011872	HP:0002718			
MONDO:0011872	HP:0002972			
MONDO:0011872	HP:0003593			
MONDO:0011872	HP:0003819			
MONDO:0011872	HP:0012156		HP:0040281	
MONDO:0011873	HP:0000007			
MONDO:0011873	HP:0000511			
MONDO:0011873	HP:0000709			
MONDO:0011873	HP:0000726			
MONDO:0011873	HP:0000733			
MONDO:0011873	HP:0001249			
MONDO:0011873	HP:0001250			
MONDO:0011873	HP:0001251			
MONDO:0011873	HP:0001252			
MONDO:0011873	HP:0001257			
MONDO:0011873	HP:0001260			
MONDO:0011873	HP:0001263			
MONDO:0011873	HP:0001290			
MONDO:0011873	HP:0001332			
MONDO:0011873	HP:0001425			
MONDO:0011873	HP:0001744			
MONDO:0011873	HP:0001791			
MONDO:0011873	HP:0001982			
MONDO:0011873	HP:0002015			
MONDO:0011873	HP:0002093			
MONDO:0011873	HP:0002185			
MONDO:0011873	HP:0002240			
MONDO:0011873	HP:0002371			
MONDO:0011873	HP:0002524			
MONDO:0011873	HP:0002878			
MONDO:0011873	HP:0003349			
MONDO:0011873	HP:0003464			
MONDO:0011873	HP:0003640			
MONDO:0011873	HP:0003674			
MONDO:0011873	HP:0004333			
MONDO:0011873	HP:0006579			
MONDO:0011873	HP:0030223			
MONDO:0011874	HP:0000007			
MONDO:0011874	HP:0000653		HP:0040281	
MONDO:0011874	HP:0000668		HP:0040283	
MONDO:0011874	HP:0000677		HP:0040283	
MONDO:0011874	HP:0000952		HP:0040281	
MONDO:0011874	HP:0000958			
MONDO:0011874	HP:0001006			
MONDO:0011874	HP:0001036			
MONDO:0011874	HP:0001596			
MONDO:0011874	HP:0001871			
MONDO:0011874	HP:0002240		HP:0040281	
MONDO:0011874	HP:0006297			
MONDO:0011874	HP:0008064		HP:0040281	
MONDO:0011874	HP:0025092			
MONDO:0011874	HP:0030151			
MONDO:0011874	HP:0040162			
MONDO:0011874	HP:0100874			
MONDO:0011875	HP:0000006			
MONDO:0011875	HP:0002121		HP:0040283	
MONDO:0011875	HP:0002123		HP:0040283	
MONDO:0011875	HP:0007193			
MONDO:0011876	HP:0000006			
MONDO:0011876	HP:0002121		HP:0040283	
MONDO:0011876	HP:0002123			
MONDO:0011876	HP:0007193			
MONDO:0011876	HP:0010849			
MONDO:0011877	HP:0000006			
MONDO:0011877	HP:0000405			
MONDO:0011877	HP:0000925			
MONDO:0011877	HP:0001425			
MONDO:0011877	HP:0002315			
MONDO:0011877	HP:0002644			
MONDO:0011877	HP:0002684			
MONDO:0011877	HP:0005789			
MONDO:0011877	HP:0011002			
MONDO:0011878	HP:0000006			
MONDO:0011878	HP:0000303			
MONDO:0011878	HP:0000935			
MONDO:0011878	HP:0002684			
MONDO:0011879	HP:0000006			
MONDO:0011879	HP:0001605			
MONDO:0011879	HP:0002366			
MONDO:0011879	HP:0002460			
MONDO:0011879	HP:0003581			
MONDO:0011879	HP:0003677			
MONDO:0011879	HP:0003693			
MONDO:0011879	HP:0007340			
MONDO:0011879	HP:0009130			
MONDO:0011879	HP:0010628			
MONDO:0011879	HP:0030237			
MONDO:0011880	HP:0000006			
MONDO:0011881	HP:0000006			
MONDO:0011881	HP:0000982			
MONDO:0011882	HP:0000007			
MONDO:0011882	HP:0000535			
MONDO:0011882	HP:0000653			
MONDO:0011882	HP:0001030			
MONDO:0011882	HP:0001508			
MONDO:0011882	HP:0001596			
MONDO:0011882	HP:0001626			
MONDO:0011882	HP:0002164			
MONDO:0011882	HP:0002224			
MONDO:0011882	HP:0007548			
MONDO:0011882	HP:0008404			
MONDO:0011882	HP:0100792			
MONDO:0011885	HP:0000099			
MONDO:0011885	HP:0000153			
MONDO:0011885	HP:0000554			
MONDO:0011885	HP:0003259			
MONDO:0011885	HP:0003745			
MONDO:0011885	HP:0004713			
MONDO:0011885	HP:0004729			
MONDO:0011885	HP:0012121		HP:0040283	
MONDO:0011885	HP:0012122			
MONDO:0011885	HP:0012220			
MONDO:0011885	HP:0012224			
MONDO:0011886	HP:0000006			
MONDO:0011886	HP:0000473		HP:0040281	
MONDO:0011886	HP:0000643			
MONDO:0011886	HP:0001304		HP:0040281	
MONDO:0011886	HP:0001337			
MONDO:0011886	HP:0002356			
MONDO:0011886	HP:0002451		HP:0040282	
MONDO:0011886	HP:0012048			
MONDO:0011887	HP:0000006			
MONDO:0011887	HP:0000519			
MONDO:0011887	HP:0000618			
MONDO:0011887	HP:0000639			
MONDO:0011887	HP:0000709			
MONDO:0011887	HP:0000712			
MONDO:0011887	HP:0000726			
MONDO:0011887	HP:0000751			
MONDO:0011887	HP:0001288			
MONDO:0011887	HP:0002015			
MONDO:0011887	HP:0002072			
MONDO:0011888	HP:0002721		HP:0040281	
MONDO:0011889	HP:0000006			
MONDO:0011889	HP:0001265			
MONDO:0011889	HP:0001284			
MONDO:0011889	HP:0001761			
MONDO:0011889	HP:0002460			
MONDO:0011889	HP:0002936			
MONDO:0011889	HP:0003376			
MONDO:0011889	HP:0003378			
MONDO:0011889	HP:0003380			
MONDO:0011889	HP:0003484			
MONDO:0011889	HP:0003693			
MONDO:0011890	HP:0000006			
MONDO:0011890	HP:0001425			
MONDO:0011890	HP:0002460			
MONDO:0011890	HP:0003376			
MONDO:0011890	HP:0003431			
MONDO:0011890	HP:0003484			
MONDO:0011890	HP:0003621			
MONDO:0011890	HP:0003693			
MONDO:0011890	HP:0003828			
MONDO:0011890	HP:0009027			
MONDO:0011890	HP:0009830			
MONDO:0011891	HP:0000006			
MONDO:0011891	HP:0001425			
MONDO:0011891	HP:0002069			
MONDO:0011891	HP:0002121			
MONDO:0011891	HP:0002373			
MONDO:0011891	HP:0002392			
MONDO:0011891	HP:0010849			
MONDO:0011891	HP:0011463			
MONDO:0011892	HP:0000006			
MONDO:0011892	HP:0001425			
MONDO:0011892	HP:0002121			
MONDO:0011892	HP:0002392			
MONDO:0011892	HP:0003621			
MONDO:0011892	HP:0007000			
MONDO:0011892	HP:0007193			
MONDO:0011893	HP:0000006			
MONDO:0011893	HP:0000365			
MONDO:0011894	HP:0000006			
MONDO:0011894	HP:0000218		HP:0040283	
MONDO:0011894	HP:0000508		HP:0040283	
MONDO:0011894	HP:0001171			
MONDO:0011894	HP:0001178			
MONDO:0011894	HP:0001265			
MONDO:0011894	HP:0001270		HP:0040283	
MONDO:0011894	HP:0001284			
MONDO:0011894	HP:0001371			
MONDO:0011894	HP:0001761			
MONDO:0011894	HP:0001765			
MONDO:0011894	HP:0002460			
MONDO:0011894	HP:0002650		HP:0040283	
MONDO:0011894	HP:0002936			
MONDO:0011894	HP:0003376			
MONDO:0011894	HP:0003431			HP:0012825
MONDO:0011894	HP:0003693			
MONDO:0011894	HP:0003798		HP:0040283	
MONDO:0011894	HP:0003828			
MONDO:0011894	HP:0006006			
MONDO:0011894	HP:0009025		HP:0040283	
MONDO:0011894	HP:0009027			
MONDO:0011894	HP:0010628		HP:0040283	
MONDO:0011895	HP:0000707			
MONDO:0011895	HP:0000989			
MONDO:0011895	HP:0001428			
MONDO:0011895	HP:0001723			
MONDO:0011895	HP:0001744			
MONDO:0011895	HP:0001880			
MONDO:0011895	HP:0002113			
MONDO:0011895	HP:0002240			
MONDO:0011895	HP:0003326			
MONDO:0011895	HP:0003745			
MONDO:0011895	HP:0004936			
MONDO:0011895	HP:0005547			
MONDO:0011895	HP:0006685			
MONDO:0011896	HP:0000006			
MONDO:0011896	HP:0002063			
MONDO:0011896	HP:0002067			
MONDO:0011896	HP:0002172			
MONDO:0011896	HP:0002322			
MONDO:0011896	HP:0002548			
MONDO:0011897	HP:0000007			
MONDO:0011897	HP:0000044			
MONDO:0011897	HP:0000545			
MONDO:0011897	HP:0000639		HP:0040283	
MONDO:0011897	HP:0000648		HP:0040283	
MONDO:0011897	HP:0000668			
MONDO:0011897	HP:0000677			
MONDO:0011897	HP:0000823		HP:0040281	
MONDO:0011897	HP:0001257			
MONDO:0011897	HP:0001260			
MONDO:0011897	HP:0001263		HP:0040282	
MONDO:0011897	HP:0001272			
MONDO:0011897	HP:0001310			
MONDO:0011897	HP:0001332			
MONDO:0011897	HP:0001347			
MONDO:0011897	HP:0002015			
MONDO:0011897	HP:0002079			
MONDO:0011897	HP:0002120			
MONDO:0011897	HP:0002127			
MONDO:0011897	HP:0002174			
MONDO:0011897	HP:0002307			
MONDO:0011897	HP:0002415			
MONDO:0011897	HP:0003429			
MONDO:0011897	HP:0003487			
MONDO:0011897	HP:0003676			
MONDO:0011897	HP:0003812			
MONDO:0011897	HP:0004322			
MONDO:0011897	HP:0009830		HP:0040283	
MONDO:0011898	HP:0000007			
MONDO:0011898	HP:0001171			
MONDO:0011898	HP:0001284			
MONDO:0011898	HP:0001371			
MONDO:0011898	HP:0001604			
MONDO:0011898	HP:0001761			
MONDO:0011898	HP:0002460			
MONDO:0011898	HP:0002936			
MONDO:0011898	HP:0003378			
MONDO:0011898	HP:0003380			
MONDO:0011898	HP:0003383		HP:0040283	
MONDO:0011898	HP:0003431			HP:0012825
MONDO:0011898	HP:0003623			
MONDO:0011898	HP:0003693			
MONDO:0011898	HP:0008443			
MONDO:0054637	HP:0000006			
MONDO:0054637	HP:0000256			
MONDO:0054637	HP:0000316			
MONDO:0054637	HP:0000358			
MONDO:0054637	HP:0000369			
MONDO:0054637	HP:0000465			
MONDO:0054637	HP:0000470			
MONDO:0054637	HP:0000486			
MONDO:0054637	HP:0000527		HP:0040283	
MONDO:0054637	HP:0000752			
MONDO:0054637	HP:0000964		HP:0040283	
MONDO:0054637	HP:0001249			
MONDO:0054637	HP:0001290		HP:0040283	
MONDO:0054637	HP:0001388		HP:0040283	
MONDO:0054637	HP:0001561			
MONDO:0054637	HP:0001611		HP:0040283	
MONDO:0054637	HP:0001629			
MONDO:0054637	HP:0001631			
MONDO:0054637	HP:0001639			
MONDO:0054637	HP:0001642			
MONDO:0054637	HP:0002079		HP:0040283	
MONDO:0054637	HP:0002209			
MONDO:0054637	HP:0004322			
MONDO:0054637	HP:0006191		HP:0040283	
MONDO:0054637	HP:0008064		HP:0040283	
MONDO:0054637	HP:0011220			
MONDO:0054637	HP:0011968		HP:0040283	
MONDO:0054637	HP:0040169			
MONDO:0011901	HP:0000007			
MONDO:0011901	HP:0001761			
MONDO:0011901	HP:0002460			
MONDO:0011901	HP:0002936			
MONDO:0011901	HP:0003376			
MONDO:0011901	HP:0003380			
MONDO:0011901	HP:0003438			
MONDO:0011901	HP:0003450			
MONDO:0011901	HP:0003621			
MONDO:0011901	HP:0003693			
MONDO:0011901	HP:0007083			
MONDO:0011901	HP:0007350			
MONDO:0011901	HP:0009027			
MONDO:0011902	HP:0000006			
MONDO:0011902	HP:0000007			
MONDO:0011902	HP:0001265			
MONDO:0011902	HP:0001270			
MONDO:0011902	HP:0001284			
MONDO:0011902	HP:0001425			
MONDO:0011902	HP:0001761			
MONDO:0011902	HP:0002460			
MONDO:0011902	HP:0002936			
MONDO:0011902	HP:0003380			
MONDO:0011902	HP:0003383			
MONDO:0011902	HP:0003431			
MONDO:0011902	HP:0003481			
MONDO:0011902	HP:0003621			
MONDO:0011902	HP:0003693			
MONDO:0011902	HP:0003828			
MONDO:0011902	HP:0004336			
MONDO:0011902	HP:0007233			
MONDO:0011903	HP:0000006			
MONDO:0011903	HP:0000407			
MONDO:0011903	HP:0000408			
MONDO:0011903	HP:0000478			
MONDO:0011903	HP:0001265			
MONDO:0011903	HP:0001284			
MONDO:0011903	HP:0001761			
MONDO:0011903	HP:0002015			
MONDO:0011903	HP:0002086			
MONDO:0011903	HP:0002460			
MONDO:0011903	HP:0002936			
MONDO:0011903	HP:0003376			
MONDO:0011903	HP:0003378			
MONDO:0011903	HP:0003693			
MONDO:0011903	HP:0009027			
MONDO:0011903	HP:0011096			
MONDO:0011904	HP:0000006			
MONDO:0011904	HP:0000961			
MONDO:0011904	HP:0002104			
MONDO:0011904	HP:0002372			
MONDO:0011904	HP:0002384			
MONDO:0011904	HP:0007334			
MONDO:0011904	HP:0040168			
MONDO:0011905	HP:0000007			
MONDO:0011905	HP:0000989			
MONDO:0011905	HP:0001508			
MONDO:0011905	HP:0002570			
MONDO:0011905	HP:0002748			
MONDO:0011905	HP:0011892			
MONDO:0011905	HP:0012202			
MONDO:0011906	HP:0000007			
MONDO:0011906	HP:0000952		HP:0040281	
MONDO:0011906	HP:0001394		HP:0040283	
MONDO:0011906	HP:0001399			
MONDO:0011906	HP:0001406			
MONDO:0011906	HP:0001508		HP:0040281	
MONDO:0011906	HP:0001744		HP:0040282	
MONDO:0011906	HP:0002014			
MONDO:0011906	HP:0002240		HP:0040281	
MONDO:0011906	HP:0002570			
MONDO:0011906	HP:0002904			
MONDO:0011906	HP:0002910		HP:0040281	
MONDO:0011906	HP:0003146			
MONDO:0011906	HP:0003256			
MONDO:0011906	HP:0003623			
MONDO:0011906	HP:0011985			
MONDO:0011906	HP:0200084			
MONDO:0011907	HP:0000007			
MONDO:0011907	HP:0000767		HP:0040283	
MONDO:0011907	HP:0000768		HP:0040283	
MONDO:0011907	HP:0000773			
MONDO:0011907	HP:0000774		HP:0040283	
MONDO:0011907	HP:0000887			
MONDO:0011907	HP:0001156			
MONDO:0011907	HP:0001216			
MONDO:0011907	HP:0001821		HP:0040282	
MONDO:0011907	HP:0002650		HP:0040283	
MONDO:0011907	HP:0002812		HP:0040281	
MONDO:0011907	HP:0002866			
MONDO:0011907	HP:0002869		HP:0040282	
MONDO:0011907	HP:0002938			
MONDO:0011907	HP:0002970		HP:0040282	
MONDO:0011907	HP:0002983		HP:0040281	
MONDO:0011907	HP:0002984			
MONDO:0011907	HP:0003022			
MONDO:0011907	HP:0003097			
MONDO:0011907	HP:0003099			
MONDO:0011907	HP:0003300		HP:0040282	
MONDO:0011907	HP:0003498	HP:0011463		
MONDO:0011907	HP:0004279		HP:0040281	
MONDO:0011907	HP:0004482			
MONDO:0011907	HP:0005736			
MONDO:0011907	HP:0005792			
MONDO:0011907	HP:0006438			
MONDO:0011907	HP:0008789			
MONDO:0011907	HP:0008873			
MONDO:0011907	HP:0009638			
MONDO:0011907	HP:0009882			
MONDO:0011907	HP:0010017			
MONDO:0011907	HP:0010049			
MONDO:0011907	HP:0010241			
MONDO:0011907	HP:0010575			
MONDO:0011907	HP:0030033			
MONDO:0011907	HP:0100864			
MONDO:0011908	HP:0000006			
MONDO:0011908	HP:0001428			
MONDO:0011908	HP:0012209			
MONDO:0011909	HP:0000006			
MONDO:0011909	HP:0001265			
MONDO:0011909	HP:0001284			
MONDO:0011909	HP:0002460			
MONDO:0011909	HP:0002936			
MONDO:0011909	HP:0003378			
MONDO:0011909	HP:0003481			
MONDO:0011909	HP:0003484			
MONDO:0011909	HP:0003693			
MONDO:0011910	HP:0000006			
MONDO:0011910	HP:0000007			
MONDO:0011910	HP:0001425			
MONDO:0011910	HP:0003236			
MONDO:0011910	HP:0003326			
MONDO:0011910	HP:0003391			
MONDO:0011910	HP:0003394			
MONDO:0011910	HP:0003560			
MONDO:0011910	HP:0008981			
MONDO:0011910	HP:0011463			
MONDO:0011911	HP:0000007			
MONDO:0011911	HP:0000028			
MONDO:0011911	HP:0000154		HP:0040281	
MONDO:0011911	HP:0000175		HP:0040283	
MONDO:0011911	HP:0000193		HP:0040283	
MONDO:0011911	HP:0000219			
MONDO:0011911	HP:0000256			
MONDO:0011911	HP:0000260			
MONDO:0011911	HP:0000272			
MONDO:0011911	HP:0000316		HP:0040281	
MONDO:0011911	HP:0000319		HP:0040281	
MONDO:0011911	HP:0000336		HP:0040281	
MONDO:0011911	HP:0000343		HP:0040281	
MONDO:0011911	HP:0000431			
MONDO:0011911	HP:0000463			
MONDO:0011911	HP:0000565		HP:0040283	
MONDO:0011911	HP:0000648		HP:0040283	
MONDO:0011911	HP:0000670		HP:0040281	
MONDO:0011911	HP:0000684		HP:0040281	
MONDO:0011911	HP:0000685		HP:0040281	
MONDO:0011911	HP:0000938		HP:0040283	
MONDO:0011911	HP:0001388			
MONDO:0011911	HP:0001476			
MONDO:0011911	HP:0001763		HP:0040282	
MONDO:0011911	HP:0002007		HP:0040281	
MONDO:0011911	HP:0002020		HP:0040283	
MONDO:0011911	HP:0002208		HP:0040281	
MONDO:0011911	HP:0002299		HP:0040281	
MONDO:0011911	HP:0002650		HP:0040281	
MONDO:0011911	HP:0002868			
MONDO:0011911	HP:0004322		HP:0040281	
MONDO:0011911	HP:0005306		HP:0040282	
MONDO:0011911	HP:0005336			
MONDO:0011911	HP:0007648			
MONDO:0011911	HP:0008070		HP:0040281	
MONDO:0011911	HP:0008444		HP:0040281	
MONDO:0011911	HP:0008808		HP:0040281	
MONDO:0011911	HP:0010695			
MONDO:0011911	HP:0011800			
MONDO:0011912	HP:0000007			
MONDO:0011912	HP:0000510		HP:0040283	
MONDO:0011912	HP:0001751		HP:0040284	
MONDO:0011912	HP:0007642		HP:0040283	
MONDO:0011912	HP:0008619			
MONDO:0011913	HP:0000006			
MONDO:0011913	HP:0000726			
MONDO:0011913	HP:0000751			
MONDO:0011913	HP:0001250			
MONDO:0011913	HP:0001260			
MONDO:0011913	HP:0001285			
MONDO:0011913	HP:0001288			
MONDO:0011913	HP:0001332			
MONDO:0011913	HP:0001336			
MONDO:0011913	HP:0002015			
MONDO:0011913	HP:0002071			
MONDO:0011913	HP:0002120			
MONDO:0011913	HP:0002185			
MONDO:0011913	HP:0002186			
MONDO:0011913	HP:0002354			
MONDO:0011913	HP:0002395			
MONDO:0011913	HP:0002511	HP:0003593		
MONDO:0011913	HP:0003487			
MONDO:0011913	HP:0003581			
MONDO:0011913	HP:0003678			
MONDO:0011913	HP:0010524		HP:0040283	
MONDO:0011913	HP:0031868			
MONDO:0011914	HP:0000006			
MONDO:0011914	HP:0000007			
MONDO:0011914	HP:0000034			
MONDO:0011914	HP:0000164			
MONDO:0011914	HP:0000561			
MONDO:0011914	HP:0000963			
MONDO:0011914	HP:0001006			
MONDO:0011914	HP:0001596			HP:0003676
MONDO:0011914	HP:0001597			
MONDO:0011914	HP:0001790			
