#disease	phenotype	onset	frequency	severity
MONDO:0007080	HP:0000840			
MONDO:0007080	HP:0000859			
MONDO:0007080	HP:0003351			
MONDO:0007080	HP:0003674			
MONDO:0007080	HP:0008221		HP:0040281	
MONDO:0015243	HP:0000006			
MONDO:0015243	HP:0002715			
MONDO:0007082	HP:0001426			
MONDO:0007082	HP:0001803			
MONDO:0007082	HP:0002229			
MONDO:0007082	HP:0002289			
MONDO:0007082	HP:0002960			
MONDO:0007082	HP:0007418			
MONDO:0007082	HP:0030804			
MONDO:0007083	HP:0000006			
MONDO:0007083	HP:0000972		HP:0040281	
MONDO:0007083	HP:0000982		HP:0040281	
MONDO:0007083	HP:0001000		HP:0040284	
MONDO:0007083	HP:0001596			
MONDO:0007083	HP:0001820			
MONDO:0007083	HP:0002164			HP:0012825
MONDO:0007083	HP:0002299			
MONDO:0007083	HP:0003593			
MONDO:0007083	HP:0008391			
MONDO:0007084	HP:0000006			
MONDO:0007084	HP:0002232			
MONDO:0007085	HP:0000006			
MONDO:0007085	HP:0000704		HP:0040281	
MONDO:0007085	HP:0001250		HP:0040282	
MONDO:0007085	HP:0001256		HP:0040281	
MONDO:0007085	HP:0002289	HP:0003577	HP:0040281	
MONDO:0007085	HP:0005597			
MONDO:0007086	HP:0000006			
MONDO:0007086	HP:0000083			
MONDO:0007086	HP:0000093			
MONDO:0007086	HP:0000099			
MONDO:0007086	HP:0000100			
MONDO:0007086	HP:0000121			
MONDO:0007086	HP:0000407			
MONDO:0007086	HP:0000545			
MONDO:0007086	HP:0000790			
MONDO:0007086	HP:0000822			
MONDO:0007086	HP:0001134			
MONDO:0007086	HP:0001142			
MONDO:0007086	HP:0002148			
MONDO:0007086	HP:0002157			
MONDO:0007086	HP:0003676			
MONDO:0007086	HP:0003774			
MONDO:0007086	HP:0004722			
MONDO:0007086	HP:0030034			
MONDO:0007087	HP:0000006			
MONDO:0007087	HP:0000639			
MONDO:0007087	HP:0001249			
MONDO:0007087	HP:0001266			
MONDO:0007087	HP:0001268			
MONDO:0007087	HP:0001332			
MONDO:0007087	HP:0002069		HP:0040282	
MONDO:0007087	HP:0012194			
MONDO:0007087	HP:0200072			
MONDO:0007088	HP:0000006			
MONDO:0007088	HP:0000726			
MONDO:0007088	HP:0001300			
MONDO:0007088	HP:0001425			
MONDO:0007088	HP:0002185			
MONDO:0007088	HP:0002423			
MONDO:0007088	HP:0002511			
MONDO:0007088	HP:0410054			
MONDO:0007089	HP:0000726			
MONDO:0007089	HP:0001300			
MONDO:0007089	HP:0002185			
MONDO:0007089	HP:0002423			
MONDO:0007089	HP:0002511			
MONDO:0007089	HP:0003584			
MONDO:0007090	HP:0000006			
MONDO:0007090	HP:0000126			
MONDO:0007090	HP:0000218			
MONDO:0007090	HP:0000238			
MONDO:0007090	HP:0000286			
MONDO:0007090	HP:0000316			
MONDO:0007090	HP:0000369			
MONDO:0007090	HP:0000431			
MONDO:0007090	HP:0000494			
MONDO:0007090	HP:0000508			
MONDO:0007090	HP:0000767			
MONDO:0007090	HP:0001159			
MONDO:0007090	HP:0001374			
MONDO:0007090	HP:0001537			
MONDO:0007090	HP:0001634			
MONDO:0007090	HP:0001643			
MONDO:0007090	HP:0002561			
MONDO:0007090	HP:0002650			
MONDO:0007090	HP:0002937			
MONDO:0007090	HP:0002967			
MONDO:0007090	HP:0005280			
MONDO:0007090	HP:0008705			
MONDO:0007091	HP:0009827			
MONDO:0007092	HP:0000006			
MONDO:0007092	HP:0000705			
MONDO:0007093	HP:0000006			
MONDO:0007093	HP:0000679			
MONDO:0007093	HP:0000705			
MONDO:0007094	HP:0000006			
MONDO:0007094	HP:0000679		HP:0040283	
MONDO:0007094	HP:0000705			
MONDO:0007094	HP:0006311			
MONDO:0007095	HP:0000006			
MONDO:0007095	HP:0000682		HP:0040281	
MONDO:0007095	HP:0000958		HP:0040282	
MONDO:0007095	HP:0000966		HP:0040281	
MONDO:0007095	HP:0001051			
MONDO:0007095	HP:0001595			
MONDO:0007095	HP:0001806		HP:0040281	
MONDO:0007095	HP:0006291			
MONDO:0007096	HP:0000006			
MONDO:0007096	HP:0000765			
MONDO:0007096	HP:0000869			
MONDO:0007096	HP:0002690			
MONDO:0007096	HP:0002893			
MONDO:0007096	HP:0100829			
MONDO:0007097	HP:0000006			
MONDO:0007097	HP:0000083			
MONDO:0007097	HP:0000100			
MONDO:0007097	HP:0000973			
MONDO:0007097	HP:0001149			
MONDO:0007097	HP:0001271			
MONDO:0007097	HP:0001283			
MONDO:0007097	HP:0001438			
MONDO:0007097	HP:0001638			
MONDO:0007097	HP:0003216			
MONDO:0007097	HP:0003581			
MONDO:0007097	HP:0030843			
MONDO:0007098	HP:0000006			
MONDO:0007098	HP:0000726			
MONDO:0007098	HP:0001297		HP:0040281	
MONDO:0007098	HP:0001342		HP:0040281	
MONDO:0007098	HP:0002170			
MONDO:0007098	HP:0003216			
MONDO:0007099	HP:0000006			
MONDO:0007099	HP:0000093			
MONDO:0007099	HP:0000100			
MONDO:0007099	HP:0000112			
MONDO:0007099	HP:0000790			
MONDO:0007099	HP:0000822			
MONDO:0007099	HP:0000969			
MONDO:0007099	HP:0000988			
MONDO:0007099	HP:0001396			
MONDO:0007099	HP:0001744			
MONDO:0007099	HP:0002240			
MONDO:0007099	HP:0003216			
MONDO:0007100	HP:0000006			
MONDO:0007100	HP:0000020			
MONDO:0007100	HP:0000365			
MONDO:0007100	HP:0000505			
MONDO:0007100	HP:0000639			
MONDO:0007100	HP:0000726			
MONDO:0007100	HP:0000802		HP:0040282	
MONDO:0007100	HP:0001250			
MONDO:0007100	HP:0001251			
MONDO:0007100	HP:0001257			
MONDO:0007100	HP:0001260			
MONDO:0007100	HP:0001265			
MONDO:0007100	HP:0001269			
MONDO:0007100	HP:0001271		HP:0040281	
MONDO:0007100	HP:0001324			
MONDO:0007100	HP:0001337			
MONDO:0007100	HP:0001638		HP:0040282	
MONDO:0007100	HP:0001640		HP:0040282	
MONDO:0007100	HP:0002014		HP:0040282	
MONDO:0007100	HP:0002019		HP:0040282	
MONDO:0007100	HP:0002315			
MONDO:0007100	HP:0002401			
MONDO:0007100	HP:0002922			
MONDO:0007100	HP:0003477			
MONDO:0007100	HP:0003581			
MONDO:0007100	HP:0003676			
MONDO:0007100	HP:0003812			
MONDO:0007100	HP:0004926			
MONDO:0007100	HP:0007841			
MONDO:0007100	HP:0010550			
MONDO:0007100	HP:0011034			
MONDO:0007100	HP:0012185		HP:0040282	
MONDO:0024522	HP:0000006			
MONDO:0024522	HP:0000958			
MONDO:0024522	HP:0000973			
MONDO:0024522	HP:0000989			
MONDO:0024522	HP:0001149			
MONDO:0024522	HP:0001291			
MONDO:0024522	HP:0003581			
MONDO:0024522	HP:0011034			
MONDO:0024522	HP:0040189			
MONDO:0024522	HP:0100725			
MONDO:0007102	HP:0000006			
MONDO:0007102	HP:0000020			
MONDO:0007102	HP:0000639			
MONDO:0007102	HP:0001249			
MONDO:0007102	HP:0001258			
MONDO:0007102	HP:0001332			
MONDO:0007102	HP:0002607			
MONDO:0007102	HP:0003202			
MONDO:0007103	HP:0000006			
MONDO:0007103	HP:0000007			
MONDO:0007103	HP:0001257			
MONDO:0007103	HP:0001324			
MONDO:0007103	HP:0001347			
MONDO:0007103	HP:0001425			
MONDO:0007103	HP:0002314			
MONDO:0007103	HP:0002380			
MONDO:0007103	HP:0002398			
MONDO:0007103	HP:0003202			
MONDO:0007103	HP:0003394			
MONDO:0007103	HP:0007024			
MONDO:0007103	HP:0007354			
MONDO:0007103	HP:0010535			
MONDO:0007104	HP:0000006			
MONDO:0007104	HP:0000726			
MONDO:0007104	HP:0001283			
MONDO:0007104	HP:0001300			
MONDO:0007104	HP:0001324			
MONDO:0007104	HP:0002366			
MONDO:0007104	HP:0003394			
MONDO:0007104	HP:0003470			
MONDO:0007104	HP:0007354			
MONDO:0007105	HP:0000006			
MONDO:0007105	HP:0000605		HP:0040283	
MONDO:0007105	HP:0000716			
MONDO:0007105	HP:0000738			
MONDO:0007105	HP:0000741			
MONDO:0007105	HP:0000746			
MONDO:0007105	HP:0001260			
MONDO:0007105	HP:0001300			
MONDO:0007105	HP:0001324			
MONDO:0007105	HP:0002059			
MONDO:0007105	HP:0002145			
MONDO:0007105	HP:0002171			
MONDO:0007105	HP:0002186			
MONDO:0007105	HP:0002273			
MONDO:0007105	HP:0002366			
MONDO:0007105	HP:0002385			
MONDO:0007105	HP:0002442			
MONDO:0007105	HP:0002529			
MONDO:0007105	HP:0003202			
MONDO:0007105	HP:0003581			
MONDO:0007105	HP:0003678			
MONDO:0007105	HP:0007308			
MONDO:0007105	HP:0007354			
MONDO:0007106	HP:0000006			
MONDO:0007106	HP:0002014			
MONDO:0007106	HP:0002019			
MONDO:0007106	HP:0002607			
MONDO:0007106	HP:0012450			
MONDO:0007106	HP:0040183			
MONDO:0007107	HP:0000006			
MONDO:0007107	HP:0002019			
MONDO:0007107	HP:0003198			
MONDO:0007107	HP:0004378			
MONDO:0007108	HP:0000006			
MONDO:0007108	HP:0006763			
MONDO:0007109	HP:0000006			
MONDO:0007109	HP:0000952			
MONDO:0007109	HP:0001972			
MONDO:0007109	HP:0004810			
MONDO:0007109	HP:0012543			
MONDO:0007110	HP:0000006			
MONDO:0007110	HP:0000175			
MONDO:0007110	HP:0000204			
MONDO:0007110	HP:0000218			
MONDO:0007110	HP:0000252			
MONDO:0007110	HP:0000270			
MONDO:0007110	HP:0000278			
MONDO:0007110	HP:0000316			
MONDO:0007110	HP:0000347			
MONDO:0007110	HP:0000457			
MONDO:0007110	HP:0000465			
MONDO:0007110	HP:0000470			
MONDO:0007110	HP:0000486			
MONDO:0007110	HP:0000494			
MONDO:0007110	HP:0000774			
MONDO:0007110	HP:0000878			
MONDO:0007110	HP:0000946			
MONDO:0007110	HP:0000980			
MONDO:0007110	HP:0001199			
MONDO:0007110	HP:0001249		HP:0040283	
MONDO:0007110	HP:0001508			
MONDO:0007110	HP:0001511			HP:0012825
MONDO:0007110	HP:0001622			
MONDO:0007110	HP:0001629			
MONDO:0007110	HP:0001631			
MONDO:0007110	HP:0001635			
MONDO:0007110	HP:0001680			
MONDO:0007110	HP:0001873			
MONDO:0007110	HP:0001875			
MONDO:0007110	HP:0001894			
MONDO:0007110	HP:0001896			
MONDO:0007110	HP:0002669			
MONDO:0007110	HP:0002697			
MONDO:0007110	HP:0002863			
MONDO:0007110	HP:0002984			HP:0012825
MONDO:0007110	HP:0003003			
MONDO:0007110	HP:0003593			
MONDO:0007110	HP:0004322			
MONDO:0007110	HP:0004810			
MONDO:0007110	HP:0008437			
MONDO:0007110	HP:0008447			
MONDO:0007110	HP:0008475			
MONDO:0007110	HP:0009777			
MONDO:0007110	HP:0009778			
MONDO:0007110	HP:0009944			
MONDO:0007110	HP:0030270			
MONDO:0007111	HP:0000006			
MONDO:0007111	HP:0002170			
MONDO:0007111	HP:0004944			
MONDO:0007112	HP:0000006			
MONDO:0007112	HP:0002617			
MONDO:0007112	HP:0010438			
MONDO:0007113	HP:0000006			
MONDO:0007113	HP:0000154		HP:0040282	
MONDO:0007113	HP:0000158		HP:0040281	
MONDO:0007113	HP:0000248		HP:0040281	
MONDO:0007113	HP:0000303		HP:0040281	
MONDO:0007113	HP:0000327		HP:0040282	
MONDO:0007113	HP:0000486		HP:0040283	
MONDO:0007113	HP:0000490			
MONDO:0007113	HP:0000545			
MONDO:0007113	HP:0000577			
MONDO:0007113	HP:0000635		HP:0040281	
MONDO:0007113	HP:0000639			
MONDO:0007113	HP:0000687		HP:0040282	
MONDO:0007113	HP:0000749			
MONDO:0007113	HP:0000752			
MONDO:0007113	HP:0001010			
MONDO:0007113	HP:0001250		HP:0040281	
MONDO:0007113	HP:0001252		HP:0040281	
MONDO:0007113	HP:0001263			
MONDO:0007113	HP:0001270			
MONDO:0007113	HP:0001290			
MONDO:0007113	HP:0001344		HP:0040281	
MONDO:0007113	HP:0001347		HP:0040282	
MONDO:0007113	HP:0001513			
MONDO:0007113	HP:0002019			
MONDO:0007113	HP:0002120		HP:0040281	
MONDO:0007113	HP:0002136		HP:0040281	
MONDO:0007113	HP:0002286			
MONDO:0007113	HP:0002307			
MONDO:0007113	HP:0002312		HP:0040281	
MONDO:0007113	HP:0002353		HP:0040281	
MONDO:0007113	HP:0002650			
MONDO:0007113	HP:0003745		HP:0040282	
MONDO:0007113	HP:0005469			
MONDO:0007113	HP:0005484			
MONDO:0007113	HP:0006887		HP:0040281	
MONDO:0007113	HP:0006979			
MONDO:0007113	HP:0007240			
MONDO:0007113	HP:0008872			
MONDO:0007113	HP:0010808			
MONDO:0007113	HP:0010864		HP:0040281	
MONDO:0007113	HP:0200085			
MONDO:0007114	HP:0001187			
MONDO:0007114	HP:0001216			
MONDO:0007114	HP:0003088			
MONDO:0007114	HP:0004322		HP:0040282	
MONDO:0007114	HP:0008843		HP:0040282	
MONDO:0007114	HP:0009193			
MONDO:0007115	HP:0000006			
MONDO:0007115	HP:0000962			
MONDO:0007115	HP:0003621			
MONDO:0007115	HP:0003677			
MONDO:0007115	HP:0003745			
MONDO:0007116	HP:0000006			
MONDO:0007116	HP:0000790			
MONDO:0007116	HP:0001028		HP:0040281	
MONDO:0007116	HP:0001269			
MONDO:0007116	HP:0002239			
MONDO:0007116	HP:0002277		HP:0040282	
MONDO:0007117	HP:0000006			
MONDO:0007117	HP:0000007			
MONDO:0007117	HP:0001600			
MONDO:0007117	HP:0002013			
MONDO:0007117	HP:0002014			
MONDO:0007117	HP:0002027			
MONDO:0007117	HP:0002960			
MONDO:0007117	HP:0003477			
MONDO:0007117	HP:0005225			
MONDO:0007117	HP:0010783			
MONDO:0007117	HP:0011855			
MONDO:0007117	HP:0012027			
MONDO:0007117	HP:0040078			
MONDO:0007117	HP:0100665			
MONDO:0007118	HP:0000007			
MONDO:0007118	HP:0000970			
MONDO:0007118	HP:0002046			
MONDO:0007118	HP:0007459			
MONDO:0024507	HP:0000006			
MONDO:0024507	HP:0000501			
MONDO:0024507	HP:0000518			
MONDO:0024507	HP:0000526			
MONDO:0024507	HP:0000609			
MONDO:0024507	HP:0000639			
MONDO:0024507	HP:0001952			
MONDO:0024507	HP:0002079			
MONDO:0024507	HP:0002126			
MONDO:0024507	HP:0007750			
MONDO:0024507	HP:0007759			
MONDO:0024507	HP:0031883			
MONDO:0007120	HP:0000006			
MONDO:0007120	HP:0000501		HP:0040282	
MONDO:0007120	HP:0000518		HP:0040282	
MONDO:0007120	HP:0000526		HP:0040281	
MONDO:0007120	HP:0006498		HP:0040281	
MONDO:0007121	HP:0000006			
MONDO:0007121	HP:0000482			
MONDO:0007121	HP:0000518			
MONDO:0007121	HP:0000526			
MONDO:0007122	HP:0000006			
MONDO:0007122	HP:0009916			
MONDO:0007122	HP:0012378			
MONDO:0007123	HP:0000006			
MONDO:0007123	HP:0000175		HP:0040283	
MONDO:0007123	HP:0000204			
MONDO:0007123	HP:0009755		HP:0040281	
MONDO:0007124	HP:0000006			
MONDO:0007124	HP:0000047			
MONDO:0007124	HP:0000054			
MONDO:0007124	HP:0000175			
MONDO:0007124	HP:0000204			
MONDO:0007124	HP:0000300			
MONDO:0007124	HP:0000327			
MONDO:0007124	HP:0000405		HP:0040281	
MONDO:0007124	HP:0000413			
MONDO:0007124	HP:0000431		HP:0040281	
MONDO:0007124	HP:0000498			
MONDO:0007124	HP:0000509			
MONDO:0007124	HP:0000561			
MONDO:0007124	HP:0000564			
MONDO:0007124	HP:0000653		HP:0040282	
MONDO:0007124	HP:0000668		HP:0040282	
MONDO:0007124	HP:0000687		HP:0040282	
MONDO:0007124	HP:0000698		HP:0040282	
MONDO:0007124	HP:0000707			
MONDO:0007124	HP:0000953			
MONDO:0007124	HP:0000970			
MONDO:0007124	HP:0000982		HP:0040282	
MONDO:0007124	HP:0001592			
MONDO:0007124	HP:0001629		HP:0040283	
MONDO:0007124	HP:0001643			
MONDO:0007124	HP:0001795			
MONDO:0007124	HP:0001798			
MONDO:0007124	HP:0002231			
MONDO:0007124	HP:0002232			
MONDO:0007124	HP:0002558		HP:0040283	
MONDO:0007124	HP:0004691			
MONDO:0007124	HP:0008404			
MONDO:0007124	HP:0009755		HP:0040281	
MONDO:0007124	HP:0031088			
MONDO:0007125	HP:0000006			
MONDO:0007125	HP:0010296			
MONDO:0007126	HP:0001425			
MONDO:0007126	HP:0001426			
MONDO:0007126	HP:0001659			
MONDO:0007126	HP:0002037			
MONDO:0007126	HP:0002808			
MONDO:0007126	HP:0003418			
MONDO:0007126	HP:0003765			
MONDO:0007126	HP:0008843			
MONDO:0007126	HP:0011675			
MONDO:0007126	HP:0012122			
MONDO:0007126	HP:0012317			
MONDO:0007126	HP:0100686			
MONDO:0007127	HP:0000006			
MONDO:0007127	HP:0007508			
MONDO:0007127	HP:0008442			
MONDO:0007128	HP:0000006			
MONDO:0007128	HP:0010783			
MONDO:0007129	HP:0000006			
MONDO:0007129	HP:0000668			
MONDO:0007130	HP:0000006			
MONDO:0007130	HP:0002092			
MONDO:0007130	HP:0002205			
MONDO:0007130	HP:0005160			
MONDO:0007130	HP:0008386			
MONDO:0007130	HP:0009884		HP:0040283	
MONDO:0007131	HP:0000006			
MONDO:0007131	HP:0000958			
MONDO:0007131	HP:0001798		HP:0040281	
MONDO:0007131	HP:0007471		HP:0040281	
MONDO:0007132	HP:0000006			
MONDO:0007132	HP:0000968			
MONDO:0007132	HP:0001171			
MONDO:0007132	HP:0001798			
MONDO:0007132	HP:0010048			
MONDO:0007133	HP:0000006			
MONDO:0007133	HP:0000968			
MONDO:0007133	HP:0001171			
MONDO:0007133	HP:0001798			
MONDO:0007133	HP:0002164			
MONDO:0007133	HP:0005831			
MONDO:0007133	HP:0008404			
MONDO:0007133	HP:0009835			
MONDO:0007133	HP:0010743			
MONDO:0007134	HP:0000006			
MONDO:0007134	HP:0000218			
MONDO:0007134	HP:0000322			
MONDO:0007134	HP:0000426			
MONDO:0007134	HP:0000430			
MONDO:0007134	HP:0000448			
MONDO:0007134	HP:0000494			
MONDO:0007134	HP:0001798			
MONDO:0007134	HP:0002164			
MONDO:0007134	HP:0005793			
MONDO:0007134	HP:0006118			
MONDO:0007134	HP:0008404			
MONDO:0007134	HP:0009237			
MONDO:0007134	HP:0009943			
MONDO:0007135	HP:0000006			
MONDO:0007135	HP:0001374			
MONDO:0007135	HP:0001798			
MONDO:0007135	HP:0002164			
MONDO:0007135	HP:0008404			
MONDO:0007135	HP:0009884		HP:0040283	
MONDO:0007136	HP:0000006			
MONDO:0007136	HP:0000143			
MONDO:0007136	HP:0002023			
MONDO:0007137	HP:0000006			
MONDO:0007137	HP:0000458	HP:0003577		
MONDO:0007138	HP:0000006			
MONDO:0007138	HP:0000482			
MONDO:0007138	HP:0000659			
MONDO:0007138	HP:0001115		HP:0040284	
MONDO:0007138	HP:0007700		HP:0040284	
MONDO:0007138	HP:0007759			
MONDO:0007138	HP:0007906			
MONDO:0007140	HP:0000006			
MONDO:0007140	HP:0000491			
MONDO:0007140	HP:0000541			
MONDO:0007140	HP:0000572			
MONDO:0007140	HP:0000622			
MONDO:0007140	HP:0001101			
MONDO:0007140	HP:0001973			
MONDO:0007140	HP:0004420			
MONDO:0007140	HP:0004936			
MONDO:0007140	HP:0011531			
MONDO:0007140	HP:0025188			
MONDO:0007140	HP:0025342			
MONDO:0007140	HP:0025343			
MONDO:0007140	HP:0100532			
MONDO:0054581	HP:0000003			
MONDO:0054581	HP:0000006			
MONDO:0054581	HP:0000028			
MONDO:0054581	HP:0000047		HP:0040284	
MONDO:0054581	HP:0000048			
MONDO:0054581	HP:0000076			
MONDO:0054581	HP:0000083			
MONDO:0054581	HP:0000089			
MONDO:0054581	HP:0000110			
MONDO:0054581	HP:0000136			
MONDO:0054581	HP:0000143			
MONDO:0054581	HP:0000252			
MONDO:0054581	HP:0000384			
MONDO:0054581	HP:0000400			
MONDO:0054581	HP:0000407		HP:0040284	
MONDO:0054581	HP:0000567			
MONDO:0054581	HP:0000821			
MONDO:0054581	HP:0001177			
MONDO:0054581	HP:0001199		HP:0040284	
MONDO:0054581	HP:0001263		HP:0040284	
MONDO:0054581	HP:0001440			
MONDO:0054581	HP:0001537			
MONDO:0054581	HP:0001629		HP:0040284	
MONDO:0054581	HP:0001636			
MONDO:0054581	HP:0001864			
MONDO:0054581	HP:0002020			
MONDO:0054581	HP:0002023		HP:0040284	
MONDO:0054581	HP:0002025			
MONDO:0054581	HP:0002247			
MONDO:0054581	HP:0004453			
MONDO:0054581	HP:0004467			
MONDO:0054581	HP:0004691			
MONDO:0054581	HP:0004792			
MONDO:0054581	HP:0006097			
MONDO:0054581	HP:0006179			
MONDO:0054581	HP:0008551			
MONDO:0054581	HP:0009779			
MONDO:0054581	HP:0009921		HP:0040283	
MONDO:0054581	HP:0009944			
MONDO:0054581	HP:0010331			
MONDO:0054581	HP:0010481			
MONDO:0054581	HP:0010709			
MONDO:0054581	HP:0010743			
MONDO:0054581	HP:0011304			
MONDO:0054581	HP:0030676			
MONDO:0054581	HP:0100015			
MONDO:0007143	HP:0000006			
MONDO:0007143	HP:0000252		HP:0040282	
MONDO:0007143	HP:0001249		HP:0040281	
MONDO:0007143	HP:0001999			
MONDO:0007143	HP:0002627			
MONDO:0007144	HP:0001116			
MONDO:0007144	HP:0001680			
MONDO:0007144	HP:0010628			
MONDO:0007144	HP:0010817			
MONDO:0007144	HP:0011611			
MONDO:0007145	HP:0000006			
MONDO:0007145	HP:0000007			
MONDO:0007145	HP:0004471		HP:0040281	
MONDO:0008807	HP:0000006			
MONDO:0008807	HP:0001699			
MONDO:0008807	HP:0010535			
MONDO:0007147	HP:0000006			
MONDO:0007147	HP:0000458			
MONDO:0007147	HP:0001262			
MONDO:0007147	HP:0002384			
MONDO:0007147	HP:0002870			
MONDO:0007147	HP:0025267			
MONDO:0007148	HP:0002250			
MONDO:0007151	HP:0000006			
MONDO:0007151	HP:0002974			
MONDO:0007151	HP:0002984			
MONDO:0007151	HP:0003022			
MONDO:0007152	HP:0000006			
MONDO:0007152	HP:0001425			
MONDO:0007152	HP:0001645			
MONDO:0007152	HP:0004308			
MONDO:0007152	HP:0011663			
MONDO:0007153	HP:0000006			
MONDO:0007153	HP:0001626			
MONDO:0007154	HP:0000006			
MONDO:0007154	HP:0002408			
MONDO:0007155	HP:0000006			
MONDO:0007155	HP:0000822			
MONDO:0007155	HP:0000952			
MONDO:0007155	HP:0001085			
MONDO:0007155	HP:0001101			
MONDO:0007155	HP:0001250			
MONDO:0007155	HP:0001370			
MONDO:0007155	HP:0001482			
MONDO:0007155	HP:0001698			
MONDO:0007155	HP:0001945			
MONDO:0007155	HP:0002202			
MONDO:0007155	HP:0002315			
MONDO:0007155	HP:0002617			
MONDO:0007155	HP:0003155			
MONDO:0007155	HP:0006679			
MONDO:0007156	HP:0000006			
MONDO:0007156	HP:0000989			
MONDO:0007156	HP:0003401		HP:0040284	
MONDO:0007156	HP:0012317			
MONDO:0007157	HP:0000006			
MONDO:0007157	HP:0000028			
MONDO:0007157	HP:0000211			
MONDO:0007157	HP:0000954			
MONDO:0007157	HP:0001032			
MONDO:0007157	HP:0001181			
MONDO:0007157	HP:0001188			
MONDO:0007157	HP:0001193			
MONDO:0007157	HP:0001374			
MONDO:0007157	HP:0001425			
MONDO:0007157	HP:0001762			
MONDO:0007157	HP:0001838			
MONDO:0007157	HP:0001848			
MONDO:0007157	HP:0002650			
MONDO:0007157	HP:0002804			
MONDO:0007157	HP:0002987			
MONDO:0007157	HP:0003184			
MONDO:0007157	HP:0003273			
MONDO:0007157	HP:0006380			
MONDO:0007157	HP:0009473			
MONDO:0007157	HP:0009742			
MONDO:0007157	HP:0012385			
MONDO:0007158	HP:0000006			
MONDO:0007158	HP:0000218			
MONDO:0007158	HP:0000286			
MONDO:0007158	HP:0000325		HP:0040282	
MONDO:0007158	HP:0000411			
MONDO:0007158	HP:0000483			
MONDO:0007158	HP:0000490		HP:0040281	
MONDO:0007158	HP:0000508		HP:0040281	
MONDO:0007158	HP:0000512		HP:0040282	
MONDO:0007158	HP:0000540		HP:0040283	
MONDO:0007158	HP:0000563			
MONDO:0007158	HP:0000581			
MONDO:0007158	HP:0000602		HP:0040281	
MONDO:0007158	HP:0000767		HP:0040281	
MONDO:0007158	HP:0001119			
MONDO:0007158	HP:0001166		HP:0040282	
MONDO:0007158	HP:0001547			
MONDO:0007158	HP:0001776		HP:0040282	
MONDO:0007158	HP:0002091			
MONDO:0007158	HP:0002650		HP:0040283	
MONDO:0007158	HP:0002804			
MONDO:0007158	HP:0003199			
MONDO:0007158	HP:0003725			
MONDO:0007158	HP:0004322			
MONDO:0007158	HP:0004673			
MONDO:0007158	HP:0005684			
MONDO:0007158	HP:0005879		HP:0040282	
MONDO:0007158	HP:0006109			
MONDO:0007158	HP:0006184			
MONDO:0007158	HP:0006251			
MONDO:0007158	HP:0007703			
MONDO:0007158	HP:0009921			
MONDO:0007158	HP:0030084			
MONDO:0007159	HP:0000006			
MONDO:0007159	HP:0000407		HP:0040281	
MONDO:0007159	HP:0002804			
MONDO:0007159	HP:0005612			
MONDO:0007160	HP:0000006			
MONDO:0007160	HP:0000175		HP:0040282	
MONDO:0007160	HP:0000201			
MONDO:0007160	HP:0000272			
MONDO:0007160	HP:0000405		HP:0040283	
MONDO:0007160	HP:0000407		HP:0040282	
MONDO:0007160	HP:0000463			
MONDO:0007160	HP:0000501			
MONDO:0007160	HP:0000518		HP:0040283	
MONDO:0007160	HP:0000541		HP:0040281	
MONDO:0007160	HP:0000545		HP:0040281	
MONDO:0007160	HP:0000618			
MONDO:0007160	HP:0000767			
MONDO:0007160	HP:0000926		HP:0040282	
MONDO:0007160	HP:0001166			
MONDO:0007160	HP:0001519			
MONDO:0007160	HP:0001634		HP:0040282	
MONDO:0007160	HP:0002650			
MONDO:0007160	HP:0002655			
MONDO:0007160	HP:0002808			
MONDO:0007160	HP:0003040			
MONDO:0007160	HP:0004568			
MONDO:0007160	HP:0005280			
MONDO:0007160	HP:0006361			
MONDO:0007160	HP:0011800			
MONDO:0007161	HP:0000006			
MONDO:0007161	HP:0000027			
MONDO:0007161	HP:0000798			
MONDO:0007162	HP:0000347			
MONDO:0007162	HP:0000444			
MONDO:0007162	HP:0000540			
MONDO:0007162	HP:0000565			
MONDO:0007162	HP:0000678			
MONDO:0007162	HP:0002007			
MONDO:0007162	HP:0002949			
MONDO:0007162	HP:0004626			
MONDO:0007162	HP:0008929			
MONDO:0007162	HP:0200053			
MONDO:0007163	HP:0000006			
MONDO:0007163	HP:0000360		HP:0040282	
MONDO:0007163	HP:0000640			
MONDO:0007163	HP:0000651		HP:0040282	
MONDO:0007163	HP:0001152			
MONDO:0007163	HP:0001260		HP:0040282	
MONDO:0007163	HP:0001324			
MONDO:0007163	HP:0001332			
MONDO:0007163	HP:0001751			
MONDO:0007163	HP:0002073			
MONDO:0007163	HP:0002076		HP:0040282	
MONDO:0007163	HP:0002131			
MONDO:0007163	HP:0002321		HP:0040281	
MONDO:0007163	HP:0002486			
MONDO:0007163	HP:0003401			
MONDO:0007163	HP:0003829			
MONDO:0007163	HP:0006855		HP:0040283	
MONDO:0007163	HP:0010545			
MONDO:0007164	HP:0000006			
MONDO:0007164	HP:0000508		HP:0040283	
MONDO:0007164	HP:0000514		HP:0040282	
